q2_score,q2_residual_score,q2_supply_score,상권_코드,상권_코드_명,상권유형,residual_latest,residual_avg,supply_shortage,cafe_revenue_per_store,카페음료_점포수,찻집수_latest,매출_latest,사분면,구조적블루오션
0.7138030888030888,0.8146718146718147,0.612934362934363,3130059,후암시장,전통시장,-1.086513367116865,-0.8869405383270738,1.0,29651726.0,2.0,0,88955178,Q2_잠재수요미실현,True
0.7118725868725868,0.6534749034749034,0.7702702702702703,3120043,서울역,발달상권,-0.350104715480942,-0.2822901854517094,1.0,155472137.4864865,36.0,0,5752469087,Q2_잠재수요미실현,True
0.7077702702702703,0.833976833976834,0.5815637065637066,3120233,몽촌토성역,발달상권,-1.220571897681161,-1.305365829799956,1.0,22339080.92857143,13.0,0,312747133,Q2_잠재수요미실현,True
0.7068050193050193,0.8243243243243243,0.5892857142857143,3120209,"강남구청(청담역_8번, 강남세무서)",발달상권,-1.159355878197971,-1.4817729808342364,1.0,24337126.95,19.0,0,486742539,Q2_잠재수요미실현,True
0.7058397683397684,0.9025096525096525,0.5091698841698842,3120082,상계백병원,발달상권,-1.7571112878550608,-1.616436122422439,1.0,13641159.2,4.0,0,68205796,Q2_잠재수요미실현,True
0.7053571428571429,0.8648648648648649,0.5458494208494209,3120168,서울고교교차로,발달상권,-1.4037305630072971,-1.4113851341282198,1.0,16992611.75,7.0,0,135940894,Q2_잠재수요미실현,True
0.7053571428571428,0.7297297297297297,0.680984555984556,3120133,서울시흥동우체국(홈플러스시흥점),발달상권,-0.6034775519900535,-0.5561357176680958,1.0,49173088.25,3.0,0,196692353,Q2_잠재수요미실현,True
0.7051158301158301,0.8947876447876448,0.5154440154440154,3120214,영동대교남단교차로,발달상권,-1.656804800291095,-2.5845860399420952,1.0,14110120.76923077,12.0,0,183431570,Q2_잠재수요미실현,True
0.7039092664092664,0.7702702702702703,0.6375482625482626,3120128,신도림역,발달상권,-0.8059809370621167,-0.4964198616431423,1.0,34084056.5,29.0,0,1022521695,Q2_잠재수요미실현,True
0.7022200772200773,0.6930501930501931,0.7113899613899615,3120116,송정역,발달상권,-0.5021638140250211,-0.4210393518252198,1.0,63029525.5,3.0,0,252118102,Q2_잠재수요미실현,True
0.7012548262548262,0.6805019305019304,0.722007722007722,3120107,공덕역(공덕오거리),발달상권,-0.4592592434644125,-0.6516281054331472,1.0,69318926.25,23.0,0,1663654230,Q2_잠재수요미실현,True
0.7010135135135136,0.696911196911197,0.7051158301158301,3120159,서울대입구역,발달상권,-0.5174035201986484,-0.6337054764683292,1.0,60530241.09677419,30.0,0,1876437474,Q2_잠재수요미실현,True
0.7010135135135136,0.7152509652509653,0.6867760617760619,3120156,"총신대입구역(이수, 총신대)",발달상권,-0.5559722548704755,-0.4746086145468264,1.0,52354534.027027026,36.0,0,1937117759,Q2_잠재수요미실현,True
0.6995656370656371,0.6611969111969112,0.737934362934363,3120197,역삼역,발달상권,-0.3648625226314088,-0.1357775775546592,1.0,82817445.97037037,134.0,0,11180355206,Q2_잠재수요미실현,True
0.6988416988416989,0.666988416988417,0.7306949806949807,3120173,교대역(법원.검찰청),발달상권,-0.3787381400825396,-0.5545001173763274,1.0,78255551.29166667,71.0,0,5634399693,Q2_잠재수요미실현,True
0.6973938223938224,0.7249034749034748,0.66988416988417,3120146,한강성심병원,발달상권,-0.5871050752661908,-1.0058643751930474,1.0,43182043.0,5.0,0,259092258,Q2_잠재수요미실현,True
0.6973938223938224,0.6978764478764479,0.696911196911197,3120090,연신내역,발달상권,-0.5183126031443557,-0.4054104010575309,1.0,56137755.45454545,10.0,0,617515310,Q2_잠재수요미실현,True
0.6957046332046332,0.6949806949806949,0.6964285714285714,3120123,오류동역,발달상권,-0.5110038209260068,-0.8213500152057382,1.0,56086660.5,7.0,0,448693284,Q2_잠재수요미실현,True
