상권_코드,상권_코드_명,상권유형,자치구_코드_명,lon,lat,사분면,사분면_레이블,블루오션여부,구조적블루오션,residual_latest,residual_avg,supply_shortage,q1_score,q2_score,찻집수_latest,매출_latest,카페음료_점포수,cafe_revenue_per_store,통합순위_top30,피타고라스거리
3120150,63빌딩,발달상권,영등포구,126.93970740059652,37.5196884695514,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.939350309393614,-0.9414783813738686,1.0,0.4350868725868726,0.7333494208494209,0,299637326,6.0,42805332.28571428,,
3120157,신림역(신림),발달상권,관악구,126.93023791719077,37.48472423820188,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.6525132238120861,-0.6926339980298961,1.0,0.4797297297297297,0.7210424710424711,0,1630331648,27.0,58226130.28571428,,
3120011,종로4가,발달상권,종로구,126.9975889014172,37.57115088685856,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.6064517522820623,-0.4649871134048197,1.0,0.4864864864864865,0.7171814671814672,0,539262691,8.0,59918076.777777776,,
3130059,후암시장,전통시장,용산구,126.97626923912604,37.55011025033981,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.086513367116865,-0.8869405383270738,1.0,0.3991312741312741,0.7138030888030888,0,88955178,2.0,29651726.0,,
3120043,서울역,발달상권,중구,126.97293992249332,37.556353450145394,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.350104715480942,-0.2822901854517094,1.0,0.5583976833976834,0.7118725868725868,0,5752469087,36.0,155472137.4864865,,
3120233,몽촌토성역,발달상권,송파구,127.11345302908572,37.51596426713219,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.220571897681161,-1.305365829799956,1.0,0.3737934362934363,0.7077702702702703,0,312747133,13.0,22339080.92857143,,
3120209,"강남구청(청담역_8번, 강남세무서)",발달상권,강남구,127.04951170686684,37.51874742762321,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.159355878197971,-1.4817729808342364,1.0,0.382480694980695,0.7068050193050193,0,486742539,19.0,24337126.95,,
3120082,상계백병원,발달상권,노원구,127.06228846200544,37.64794381105241,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.7571112878550608,-1.616436122422439,1.0,0.3033301158301158,0.7058397683397684,0,68205796,4.0,13641159.2,,
3120149,여의도역(여의도),발달상권,영등포구,126.92625456940182,37.5226811750762,Q3_저성과포화,Q3_저성과포화,일반,True,-2.1365885404092886,-1.8529393704301087,0.25,0.2787162162162162,0.7053571428571429,3,14972177005,131.0,113425583.37121212,,
3120168,서울고교교차로,발달상권,서초구,127.00439815853709,37.48247421031794,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.4037305630072971,-1.4113851341282198,1.0,0.340492277992278,0.7053571428571429,0,135940894,7.0,16992611.75,,
3120133,서울시흥동우체국(홈플러스시흥점),발달상권,금천구,126.90132391118352,37.45251953006894,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.6034775519900535,-0.5561357176680958,1.0,0.4756274131274131,0.7053571428571428,0,196692353,3.0,49173088.25,,
3120214,영동대교남단교차로,발달상권,강남구,127.05479819195304,37.52405199944059,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.656804800291095,-2.5845860399420952,1.0,0.3103281853281853,0.7051158301158301,0,183431570,12.0,14110120.76923077,,
3120128,신도림역,발달상권,구로구,126.89038157947542,37.50819222492761,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.8059809370621167,-0.4964198616431423,1.0,0.4336389961389961,0.7039092664092664,0,1022521695,29.0,34084056.5,,
3120116,송정역,발달상권,강서구,126.80961608028844,37.56138378509555,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5021638140250211,-0.4210393518252198,1.0,0.5091698841698842,0.7022200772200773,0,252118102,3.0,63029525.5,,
3120107,공덕역(공덕오거리),발달상권,마포구,126.95197733961056,37.54280477812484,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.4592592434644125,-0.6516281054331472,1.0,0.5207528957528957,0.7012548262548262,0,1663654230,23.0,69318926.25,,
3120156,"총신대입구역(이수, 총신대)",발달상권,동작구,126.98170551541703,37.48599581916168,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5559722548704755,-0.4746086145468264,1.0,0.4857625482625483,0.7010135135135136,0,1937117759,36.0,52354534.02702703,,
3120159,서울대입구역,발달상권,관악구,126.95191519812433,37.48095081268923,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5174035201986484,-0.6337054764683292,1.0,0.5041023166023166,0.7010135135135136,0,1876437474,30.0,60530241.09677419,,
3120197,역삼역,발달상권,강남구,127.03595138126002,37.50039886956355,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.3648625226314088,-0.1357775775546592,1.0,0.5383687258687259,0.6995656370656371,0,11180355206,134.0,82817445.97037037,,
3120173,교대역(법원.검찰청),발달상권,서초구,127.0147795736092,37.49370893679033,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.3787381400825396,-0.5545001173763274,1.0,0.5318532818532818,0.6988416988416989,0,5634399693,71.0,78255551.29166667,,
3120090,연신내역,발달상권,은평구,126.92207043712688,37.619066940896616,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5183126031443557,-0.4054104010575309,1.0,0.4995173745173745,0.6973938223938224,0,617515310,10.0,56137755.45454545,,
3120146,한강성심병원,발달상권,영등포구,126.91089197114088,37.5230039545715,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5871050752661908,-1.0058643751930474,1.0,0.4724903474903476,0.6973938223938224,0,259092258,5.0,43182043.0,,
3120123,오류동역,발달상권,구로구,126.84478309040126,37.495238716981696,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5110038209260068,-0.8213500152057382,1.0,0.5007239382239382,0.6957046332046332,0,448693284,7.0,56086660.5,,
3120145,영등포역(영등포),발달상권,영등포구,126.90568269638136,37.51843182609498,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.2533887563030461,-0.5005568728324117,1.0,0.5629826254826255,0.6923262548262549,0,4515014557,41.0,107500346.59523807,,
3120092,불광역,발달상권,은평구,126.92944284713955,37.60861110244884,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.3321188575607437,-1.2560348374497008,1.0,0.3308397683397683,0.6889478764478765,0,100505107,6.0,14357872.42857143,,
3120163,사당역 11번(사당역먹자골목),발달상권,서초구,126.98581114766932,37.47941000949856,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.267214911805453,-2.567603638118852,1.0,0.2538610038610039,0.6872586872586872,0,78972325,8.0,8774702.777777778,,
3120106,마포역,발달상권,마포구,126.94601617916638,37.53993702437845,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.771886559607907,-0.7357448997776308,1.0,0.4196428571428571,0.6860521235521235,0,676894712,23.0,28203946.33333333,,
3120135,양평역,발달상권,영등포구,126.88889704279724,37.52540900747815,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.3518979419431964,-0.4843547859313158,1.0,0.5265444015444015,0.681949806949807,0,247227042,3.0,61806760.5,,
3120047,한남오거리,발달상권,용산구,127.0075690290704,37.53301141680184,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.6211594468963071,-0.8313610246533601,1.0,0.443050193050193,0.6805019305019305,0,710603138,22.0,30895788.60869565,,
3120206,개나리아파트,발달상권,강남구,127.04415987749276,37.49725157451181,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.6088962924197183,-0.521485255920504,1.0,0.4486003861003861,0.6802606177606177,0,638264562,19.0,31913228.1,,
3120227,잠실역,발달상권,송파구,127.10126801274058,37.51398412500384,Q3_저성과포화,Q3_저성과포화,일반,True,-1.443628279231561,-1.3126501692430272,0.3333333333333333,0.3068291505791506,0.6794160231660232,2,9047672339,85.0,105205492.31395347,,
3120038,약수역,발달상권,중구,127.0100270036947,37.554283830627085,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.191942203727976,-1.009440138354292,1.0,0.3489382239382239,0.6771235521235521,0,340122968,22.0,14787955.130434783,,
3120131,가산디지털단지,발달상권,금천구,126.88288623812603,37.47710029831844,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.2330394738760226,-0.1804029544210076,1.0,0.5535714285714286,0.6751930501930502,0,13427878827,179.0,74599326.81666666,,
3120034,중구청(퇴계로4가),발달상권,중구,126.9980984817572,37.56354649140835,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.780851624435215,-2.9747823548865986,1.0,0.2101833976833977,0.674469111969112,0,66417998,13.0,4744142.714285715,,
3120230,송파사거리(송파역),발달상권,송파구,127.11030924458171,37.50111869275051,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.7487917065292393,-0.7949940129937269,1.0,0.4126447876447877,0.6742277992277992,0,263134252,10.0,23921295.63636364,,
3120244,암사역,발달상권,강동구,127.12785627932668,37.55137688969368,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.8546304150772315,-0.7812026188531122,1.0,0.3981660231660231,0.6732625482625483,0,225954155,10.0,20541286.818181816,,
3120178,신사역,발달상권,서초구,127.01955735958384,37.515963075171285,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.309275184398146,-0.5076355673408829,1.0,0.5316119691119691,0.67253861003861,0,3426523945,56.0,60114455.1754386,,
3120215,포스코사거리,발달상권,강남구,127.05626720528876,37.50682411890163,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.1098148817084414,-0.010100628987588,1.0,0.5866312741312741,0.6706081081081081,0,8002016657,70.0,112704459.95774648,,
3120132,독산동,발달상권,금천구,126.89389548521773,37.47074055878144,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.245686086891478,-0.3922690265008685,1.0,0.5434362934362934,0.6698841698841699,0,1149633072,17.0,63868504.0,,
3120097,충정로역,발달상권,서대문구,126.9630803648694,37.56048635571712,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.1001102925712267,-0.1050123500021895,1.0,0.5909749034749034,0.6691602316602316,0,760508207,5.0,126751367.83333331,,
3120091,본서부병원,발달상권,은평구,126.92207842001996,37.60056062982496,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5756060499667299,-0.483797063296742,1.0,0.4464285714285714,0.6684362934362935,0,298417697,9.0,29841769.7,,
3120087,응암역,발달상권,은평구,126.91588620727671,37.59869132855268,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.0951895755499023,-0.1780450552151416,1.0,0.5902509652509652,0.6674710424710425,0,339770111,2.0,113256703.66666669,,
3120059,구삼강변맛길,발달상권,광진구,127.09266847748852,37.53889487383089,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.4601848934536541,-0.2997281523720758,1.0,0.48503861003861,0.6665057915057916,0,500364168,12.0,38489551.38461538,,
3120161,방배동가구거리(사당동가구거리),발달상권,서초구,126.9834787145183,37.49497011583308,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.6133903092034494,-1.5673302098531865,1.0,0.2770270270270271,0.666023166023166,0,61719555,6.0,8817079.285714285,,
3111056,천호태영아파트,골목상권,강동구,127.12880605851154,37.53774374681216,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.7146339943824742,-0.698117632405054,1.0,0.4092664092664093,0.6631274131274132,0,41417107,1.0,20708553.5,,
3110930,서초동성당,골목상권,서초구,127.02113434425956,37.49252765149737,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-5.274822623183681,-5.576391672483092,1.0,0.1672297297297297,0.6624034749034748,0,9767600,4.0,1953520.0,,
3120122,강서구청,발달상권,강서구,126.85080932634084,37.55257721737214,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.519884184191632,-0.562810320926086,1.0,0.4609073359073359,0.6607142857142858,0,613570874,19.0,30678543.7,,
3120124,개봉동 현대아파트,발달상권,구로구,126.85592258479969,37.4888917210359,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5981596582458977,-0.5115456124566045,1.0,0.4312258687258687,0.6599903474903475,0,298978028,11.0,24914835.666666668,,
3120058,구의사거리,발달상권,광진구,127.0879228233173,37.54449370923663,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.219696108395791,-2.116384836816176,1.0,0.2292471042471042,0.6597490347490348,0,40824133,7.0,5103016.625,,
3130257,영등포시장기계공구상가,전통시장,영등포구,126.91005908096288,37.51948040312949,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.879962852095364,-0.9311931696789956,1.0,0.3762065637065637,0.6590250965250966,0,48000000,2.0,16000000.0,,
3120201,도곡1동,발달상권,강남구,127.03992798739,37.49256784501679,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.7732594299038915,-0.3846961137558935,1.0,0.3885135135135135,0.6558880308880308,0,302569312,17.0,16809406.222222224,,
3120048,금호역,발달상권,성동구,127.01963370266444,37.54829999550683,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.43289598757017,-1.8425914798824885,1.0,0.2837837837837837,0.6534749034749034,0,77034659,8.0,8559406.555555556,,
3120076,수유역,발달상권,강북구,127.0249935589031,37.63775846565519,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.3161869438113278,-0.3531069584271343,1.0,0.5115830115830116,0.6534749034749034,0,2478665018,58.0,42011271.49152543,,
3120221,봉은사역,발달상권,강남구,127.06239226670148,37.51446155948791,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.354369519262292,-0.1483194059325201,1.0,0.4966216216216216,0.652992277992278,0,638451868,16.0,37555992.23529412,,
3120207,선정릉역,발달상권,강남구,127.04549160322158,37.511468934172726,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5237890289607918,-0.4715354990295187,1.0,0.4493243243243243,0.652992277992278,0,1145202419,41.0,27266724.26190476,,
3120049,왕십리역(왕십리),발달상권,성동구,127.03720279807932,37.56090973532495,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.6620711133704766,-0.6627035441631561,1.0,0.4097490347490348,0.652992277992278,0,555143303,28.0,19142872.51724138,,
3120069,상봉역,발달상권,중랑구,127.08775735921144,37.59637312894316,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.0173344152997749,-0.4966043154466955,1.0,0.6095559845559846,0.652027027027027,0,1553679609,11.0,129473300.75,,
3120027,명동역(명동재미로),발달상권,중구,126.98379263879173,37.55977021816384,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,False,-0.5150257240606244,0.6702863485280707,1.0,0.4558397683397683,0.6517857142857143,0,829417456,28.0,28600601.931034483,,
3120101,합정역,발달상권,마포구,126.91348588732,37.5494682624048,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.2764820537051768,-0.2982228782891213,1.0,0.518581081081081,0.6517857142857143,0,2732349407,62.0,43370625.50793651,,
3120192,뱅뱅사거리,발달상권,강남구,127.03149136697972,37.4902548060724,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,False,-0.1257975941350118,0.0775527432822629,1.0,0.5567084942084942,0.6493725868725869,0,4198178738,68.0,60843170.11594203,,
3120139,대림3동사거리,발달상권,영등포구,126.89773284883364,37.50016185253768,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.295105482443617,-0.8296082855369143,1.0,0.3004343629343629,0.6488899613899615,0,102956685,10.0,9359698.636363637,,
3110686,수궁동주민센터,골목상권,구로구,126.83415467880374,37.49463862074765,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.753803712048292,-1.6049288834520758,1.0,0.2478281853281853,0.6484073359073359,0,11441987,1.0,5720993.5,,
3120039,신당역,발달상권,중구,127.01572187665212,37.56542854209492,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5971951348718356,-0.6674725391499384,1.0,0.4203667953667954,0.6481660231660231,0,601008256,29.0,20033608.53333333,,
3120176,논현역 4번,발달상권,서초구,127.01884284504102,37.50841277570839,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.737207916542829,-2.5411007615669434,1.0,0.1862934362934362,0.6476833976833977,0,37103528,17.0,2061307.111111111,,
3120243,천호역,발달상권,강동구,127.12444156010652,37.53952339599033,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.1073362311901462,-0.4699624996229836,1.0,0.5627413127413128,0.6447876447876448,0,1848771446,29.0,61625714.86666667,,
3110101,옥정중학교,골목상권,성동구,127.01254843888394,37.54061543682533,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.0130395559752223,-2.27611867049674,1.0,0.222972972972973,0.6438223938223939,0,11908246,2.0,3969415.3333333335,,
3120033,을지로4가역,발달상권,중구,126.99670615237726,37.56687113657297,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.4688830061948828,-1.3739104743132955,1.0,0.2693050193050193,0.6438223938223939,0,98110564,13.0,7007897.428571428,,
3110969,베르사이유1아파트,골목상권,강남구,127.04030454992456,37.49890179438968,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.5045962840823002,-1.0688241022768858,1.0,0.2652027027027027,0.6416505791505791,0,25771163,3.0,6442790.75,,
3111032,방이역 1번,골목상권,송파구,127.13021532267396,37.50879300826817,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.3928364817257268,-1.255366802569556,1.0,0.2775096525096525,0.6414092664092664,0,29563176,3.0,7390794.0,,
3120152,신대방삼거리역,발달상권,동작구,126.92730654329986,37.49943591770157,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.2639396412176431,-0.3910689404041159,1.0,0.5098938223938224,0.6411679536679536,0,538511262,13.0,38465090.14285714,,
3120155,총신대학교,발달상권,동작구,126.9645292057612,37.48854176369532,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-4.4449963088026205,-4.300523842260343,1.0,0.1505791505791505,0.640926640926641,0,3473921,6.0,496274.4285714286,,
3110953,학동근린공원,골목상권,강남구,127.02715858682252,37.51592553184007,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.778582989831973,-2.289226406012539,1.0,0.1776061776061776,0.640926640926641,0,7410629,4.0,1482125.8,,
3130198,아현시장,전통시장,마포구,126.9543792384095,37.55640179732696,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.6487163804277607,-1.6487163804277607,1.0,0.2478281853281853,0.6406853281853282,0,15094885,2.0,5031628.333333333,,
3110197,세종대왕기념관교차로,골목상권,동대문구,127.04131643081573,37.590704254569566,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.981784598471068,-2.065001996017297,1.0,0.2241795366795367,0.6402027027027027,0,7601527,1.0,3800763.5,,
3110067,배문고등학교,골목상권,용산구,126.96736357210598,37.54909900636352,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.5231049760542881,-0.4207093913030498,1.0,0.4375,0.6402027027027026,0,170446687,7.0,21305835.875,,
3120240,개롱역,발달상권,송파구,127.13460345002984,37.49604787721762,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.2933461337426273,-0.2925143381267053,1.0,0.5026544401544402,0.6397200772200773,0,426399533,11.0,35533294.416666664,,
3110782,영등포시장역 4번,골목상권,영등포구,126.90374369195808,37.52208833275841,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-6.207573648201372,-5.498832344049924,1.0,0.1402027027027027,0.6392374517374517,0,121015,3.0,30253.75,,
3110974,언주중학교,골목상권,강남구,127.0449273433414,37.5135955199018,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-3.2981295887751347,-2.4825497699409813,1.0,0.1619208494208494,0.6387548262548263,0,3942298,4.0,788459.6,,
3110014,경복고등학교,골목상권,종로구,126.97151428391328,37.58512189400342,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.509737349774131,-2.353047654910996,1.0,0.1918436293436293,0.6387548262548263,0,15978680,7.0,1997335.0,,
3110628,신목동역,골목상권,양천구,126.87981510484772,37.54516805947765,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-4.564332981219978,-4.737667190205001,1.0,0.1464768339768339,0.6387548262548263,0,796676,2.0,265558.6666666667,,
3110029,동대문역 1번,골목상권,종로구,127.01057331374024,37.576123929613566,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-6.123440103531639,-4.741766959230713,1.0,0.1404440154440154,0.6385135135135136,0,152478,9.0,15247.8,,
3130086,서울약령시장,전통시장,동대문구,127.0375190174434,37.58210104091711,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-3.315614094947488,-3.290928029825958,1.0,0.1603523166023166,0.6381515444015444,0,9000000,11.0,750000.0,,
3110698,개웅초등학교(개웅중학교),골목상권,구로구,126.853243612494,37.48845594025623,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-5.571480330391877,-2.0056258088257,1.0,0.1418918918918919,0.638030888030888,0,233074,4.0,46614.8,,
3120248,명일역,발달상권,강동구,127.1443784336575,37.55124972345866,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.3171257686577036,-0.4200305330502291,1.0,0.4951737451737452,0.638030888030888,0,555925240,16.0,32701484.70588235,,
3130314,풍납시장,전통시장,송파구,127.1200819268998,37.53741056029039,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.5745281604809254,-1.915302647898412,1.0,0.1870173745173745,0.6377895752895754,0,8374505,4.0,1674901.0,,
3110621,목동역 5번,골목상권,양천구,126.86761812174178,37.52516182278804,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-3.894078756071899,-2.0479373507141365,1.0,0.1522683397683397,0.6377895752895753,0,2592566,5.0,432094.3333333333,,
3110756,문래중학교,골목상권,영등포구,126.88357261885147,37.52289909328725,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-3.06686338601668,-2.698938735447145,1.0,0.1655405405405405,0.6375482625482626,0,4423904,4.0,884780.8,,
3110736,독산119안전센터,골목상권,금천구,126.90081805088234,37.46757501512585,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-4.676200259532967,-3.1003609822242804,1.0,0.1443050193050193,0.6375482625482626,0,582406,3.0,145601.5,,
3120165,서래마을카페거리(서래마을),발달상권,서초구,126.99807752566676,37.4980797283835,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.2287569626513708,-0.0411935859304202,1.0,0.5168918918918919,0.6375482625482625,0,635073360,15.0,39692085.0,,
3110152,중곡어린이공원,골목상권,광진구,127.0780655014918,37.56488120178216,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-5.044649988387787,-3.2355512089703504,1.0,0.1430984555984556,0.6373069498069498,0,303980,3.0,75995.0,,
3110357,가오리역 1번,골목상권,강북구,127.01782314180416,37.64341795004744,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-4.505014354746695,-3.721321503880448,1.0,0.1450289575289575,0.6363416988416988,0,579981,3.0,144995.25,,
3110929,남부터미널역 1번,골목상권,서초구,127.02059047499684,37.48854529413417,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-4.267735936131265,-3.3094665782258605,1.0,0.1467181467181467,0.6361003861003861,0,1831674,8.0,203519.3333333333,,
3110653,화곡역 2번,골목상권,강서구,126.8414670572051,37.54464527300884,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-4.17135654220658,-2.589561976006632,1.0,0.1476833976833977,0.6361003861003861,0,992816,3.0,248204.0,,
3130137,"수유전통시장(수유시장, 수유골목시장)",전통시장,강북구,127.022634958173,37.631163727607486,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-2.542882157737848,-2.12221057883202,1.0,0.186534749034749,0.6353764478764479,0,4750477,2.0,1583492.3333333333,,
3110423,석계역 2번,골목상권,노원구,127.0647772066822,37.61705668079721,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-1.5087371925555075,-1.6110112329354431,1.0,0.2579633204633205,0.6353764478764479,0,22615009,3.0,5653752.25,,
3120125,구로역,발달상권,구로구,126.87802914643336,37.50228754471039,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-0.1398025184387776,-0.3224309855656501,1.0,0.534507722007722,0.6348938223938224,0,991299727,22.0,43099988.13043478,,
3110532,아현역 2번,골목상권,서대문구,126.95758023545092,37.55966460055765,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,True,-3.315766983050654,-3.639578676347678,1.0,0.1558880308880309,0.6346525096525097,0,2259559,4.0,451911.8,,
3110915,서래초등학교,골목상권,서초구,126.99289844460696,37.49500709788961,Q2_잠재수요미실현,Q2_잠재수요미실현,일반,False,-0.1226533407492667,0.7884625639100216,1.0,0.542953667953668,0.6346525096525097,0,140527389,2.0,46842463.0,,
