총_유동인구_수,총_직장_인구_수,총_상주인구_수,총_가구_수,월_평균_소득_금액,여가_지출_총금액,지출_총금액,아파트_평균_시가,집객시설_수,찻집_수,카페음료_점포수,스타벅스_리저브_수,공급갭_지수,유동밀도_지수,상주밀도_지수,여가소비_지수,카페_검색지수,검색량_성장률,카페_개업률,유동인구_성장률,지하철_역_수,지하철_노선_수
0.0027812193,-0.14600745,-0.25319296,0.12301224,-0.6438601,0.14254615,-0.45011374,0.102982685,0.32380116,-0.0009927099,0.11359849,-0.00031081686,0.031321593,-0.014906785,-0.43573,0.0086945575,0.10808605,0.008958414,0.005997183,0.03392541,-0.022812162,0.04870415
0.048610196,-0.64168864,0.056420583,-0.091344126,-0.2310424,0.029718908,0.118748926,-0.025627289,-0.36173773,0.024701398,-0.47869813,5.840395e-05,-0.12143338,0.030863171,0.16014762,0.0060757925,0.12959002,-0.0019408797,-0.007914617,-0.009854086,-0.012848287,-0.04635643
0.058833677,-0.7113573,0.07743087,-0.16962233,0.3440429,-0.122052506,0.053141993,0.08220133,-0.20507596,-0.005745712,-0.6874108,-5.206292e-05,-0.078541525,0.123185255,0.07157687,-0.023844147,0.25974935,0.010148563,-0.019998768,0.013967114,-0.02158701,0.052754175
0.014599182,0.0021101695,0.05646641,-0.16399775,-0.2408361,0.0260658,0.31646505,0.10461846,-0.19782607,-0.0064408155,-0.27694607,7.421126e-05,-0.055572525,0.015150617,-0.0027192642,0.06865986,-0.0036268765,0.0094506405,0.007802435,0.025424624,-0.028891299,0.056844007
0.063933216,-0.18328486,-0.08893479,0.14437477,-0.11831643,-0.035889406,-0.18070905,-0.13241012,-0.067077056,-0.007944849,-0.06783407,-0.00015319664,0.013229026,0.001845241,-0.26897722,-0.041520044,-0.04908806,0.0013259279,-0.009330838,0.012033168,-0.022755587,0.011268745
-0.034019884,-0.03404216,0.058381435,-0.10585353,0.26622722,0.07716413,0.20701283,0.15470338,0.60466,0.027323052,0.2401328,-0.00038614654,-0.04462222,0.02072904,0.2690294,0.056539796,0.12517533,-0.0025496748,-8.6854154e-05,0.007823026,-0.020964198,-0.018706476
-0.027343277,-0.1301425,-0.08987428,0.074479386,-0.040453494,0.072690755,-0.14246823,0.016748276,0.07133617,-0.0033799184,0.7111478,-0.000846099,0.102020435,0.016971681,-0.15789147,-0.060259037,0.09351013,0.002452059,0.0455362,-0.00020194534,-0.01660972,0.010469453
-0.07199866,0.06592954,0.06326034,-0.12794396,-0.027994458,-0.02687359,-0.008849181,-0.075330235,-0.16086157,-0.00787251,-0.6156125,7.3781484e-05,-0.04769671,0.038987454,0.0035970528,0.012741258,-0.02680755,-0.009382674,-0.021175848,0.021445518,-0.028978938,0.004456899
0.052553657,0.14155814,-0.22330284,0.21225017,0.0021632328,0.19588496,-0.37860876,0.06908096,-0.071911484,-0.0072748805,-0.040829152,-0.00035932614,-0.047523044,-0.0029464227,-0.24784063,-0.03574241,-0.033617906,0.0141563825,0.0014042675,0.02420856,-0.035914473,-0.0073725106
0.14452192,0.05069771,-0.15021653,0.22683653,-0.05674344,0.23941416,-0.25512844,0.005060141,0.74213856,-0.0029400655,0.6531826,-0.005568384,0.19440281,0.018821891,-0.054657195,-0.014795807,0.08697004,0.038984165,0.017173987,0.01741204,0.12878929,-0.0064176433
0.010596013,-0.05009387,-0.18419957,0.18030752,-0.01044709,-0.0049819383,-0.32317564,-0.08407737,-0.018193869,0.047182787,0.017278703,3.37608e-05,0.011888876,-0.014456237,0.096929,-0.030786747,-0.03238667,0.0064977757,-0.002561832,0.0313909,-0.031395484,0.011716338
-0.03731908,-0.067458466,0.055670045,0.0019852924,1.1581669,0.033181645,0.22390254,0.1433724,-0.32268047,-0.0065792436,-0.41947037,-6.477866e-05,0.010432373,0.08722596,0.16972178,0.06213598,-0.036612682,-0.0056638136,-0.008010593,0.018870028,-0.00961619,-0.021728985
0.07884831,0.42776555,-0.12932326,0.29042438,0.43936324,0.2605013,-0.24736191,-0.0057107233,-0.36580533,0.06644179,0.24785337,8.2395454e-05,0.027820082,0.01489252,-0.18806951,-0.045901567,0.040351782,-0.005343682,0.0015275081,0.033373334,-0.032508414,0.023641732
-0.04619301,0.07449294,0.047424525,-0.01771134,-0.13886327,0.021924796,0.15116048,0.13062961,-0.3631854,-0.006980184,0.23775558,-1.3685596e-05,0.07045242,-0.0024145895,0.25748894,0.15995903,-0.018942526,0.002529567,0.040610652,0.02236267,-0.0236861,0.023596292
-0.0042174538,-0.04710838,-0.064409494,-0.05524943,-0.3592351,-0.06499055,0.04549539,-0.11401121,0.18462873,-0.002149181,-0.2646215,5.5565084e-05,-0.07985517,-0.013476869,0.029355898,0.07836642,0.011024268,0.018690266,-0.023586955,0.022782512,-0.02884374,0.0021643427
-0.084895656,0.09441899,-0.0074650845,-0.0998903,0.2604602,0.012127855,0.05441625,-0.104565926,-0.37132204,0.038776316,-0.6937603,0.00024202032,-0.085297085,-0.004275425,0.25169092,0.002886324,-0.07501742,-0.04975081,-0.015868096,0.026899721,-0.035373442,0.031188462
-0.08373708,-0.20269983,0.08729538,-0.14064847,0.45321235,0.027605738,-0.023267925,-0.05801242,-0.40738747,-0.0052348804,0.40241724,-0.000206953,0.13544352,0.033958394,0.07807422,0.111853704,0.0042175106,0.013046457,0.054646295,0.007061737,-0.016536426,0.17842053
0.008622397,-0.41648075,0.024104653,-0.08161499,-0.094939694,0.0035478983,0.1608071,-0.061753698,-0.47154373,-0.0077029113,-0.50207496,0.00015664787,-0.053666618,0.0023509767,0.22219378,0.04065034,0.17656231,-0.0018402409,0.0031366856,0.0050116614,-0.007771916,-0.04688785
0.0088737,-0.23779553,0.067372076,-0.2424731,-0.39644802,-0.049469892,0.00045456146,0.009834466,0.008961966,-0.0061136517,-0.47464916,2.5218222e-05,-0.047943685,0.009646991,0.050885748,0.063640505,-0.27129853,-0.009424317,-0.017793668,0.0047686566,-0.023662457,-0.015005179
0.009997998,0.43826807,0.033919375,-0.022115635,0.06504583,-0.010621785,0.11148911,-0.22209261,0.5426758,-0.009220597,-0.3319376,-0.00020437712,-0.05251189,-0.0040824027,0.23859966,0.014461629,-0.07503541,-0.013376931,0.029978061,0.018612135,0.18280289,0.004400514
0.015942862,0.0015566156,0.10284842,-0.07054115,-0.08956533,-0.12427701,-0.028157184,0.0016063999,0.4702546,-0.0069607003,-0.037316773,-8.35053e-05,-0.03942434,-0.007167671,0.09206694,-0.006847277,0.020885164,0.0059753987,0.009479807,0.013873718,0.21135852,-0.007786716
0.013963113,-0.5112226,0.049967393,-0.08859792,0.048039988,0.14648746,0.20171782,0.80929786,-0.6333656,-0.0046845824,-0.5942597,4.4335422e-05,-0.057156906,-0.023602188,0.27102116,0.07902186,-0.3118613,0.011609247,-0.007543175,0.012145984,-0.008653869,-0.020112682
0.06060025,-0.037765227,-0.05684506,0.05625228,-0.39365056,-0.153851,0.0724418,0.11088543,0.16187917,-0.0026369002,-0.12380941,2.9339417e-06,-0.022620045,0.00726688,0.0030988867,-0.022583257,-0.11700217,-4.32107e-05,-0.009512943,0.012106849,-0.03557432,-0.017634574
0.0090730395,-0.024452947,-0.24154864,0.113652036,-0.023607748,0.09760763,-0.16662033,-0.023711892,-0.08763664,-0.0034592284,1.2968535,-0.0021730554,0.35099605,-0.015137621,-0.2145007,0.007950765,0.10304393,-0.010729231,0.010528468,0.007813166,-0.023406755,-0.009693974
0.026218291,-0.30209687,-0.0759706,0.04467958,-0.65034556,-0.011347641,-0.07896864,-0.19064704,-0.30146334,-0.0062251864,-0.30920935,0.0002052814,-0.048515663,-0.0006824535,-0.1394472,-0.21148545,-0.09251553,0.0034815222,-0.0070836237,0.0053142947,-0.02429956,-0.0075169518
-0.026837805,0.58097225,-0.10313523,0.20036705,0.50455296,0.14065008,-0.20240457,-0.21707255,0.70148826,0.018291967,1.226656,-0.005450396,0.13310878,-0.0072685173,-0.108401105,-0.037600398,0.04358688,-0.007214568,0.04833124,0.01710208,-0.014036913,0.017402131
-0.07684475,-0.12444036,0.11584155,-0.10425224,0.3672205,-0.043333463,0.3293539,-0.030089272,-0.4328733,-0.0083573535,0.044552688,0.00013376775,-0.02919716,-0.002804967,0.068054624,0.07075852,0.19841456,0.028449023,0.0044045993,0.007496559,-0.012627599,-0.0034175054
0.030556638,-0.21723592,-0.037065174,0.007482304,-0.007624496,0.06213599,0.055159096,-0.021440933,-0.35741964,-0.0062037325,-0.45120728,0.0003781636,-0.040283855,0.025319036,0.045994937,-0.04985608,-0.012175351,-0.016080294,0.00778344,0.017425321,-0.018506927,0.013812674
-0.051559962,-0.065535404,-0.06550639,0.120470785,-0.69523865,0.03786057,-0.24583998,-0.0048657614,-0.28865278,-0.0068515493,-0.056346945,5.5847995e-06,-0.04913038,-0.03212558,-0.17035486,-0.071363404,0.030698296,-0.00407304,0.004761946,-0.0046689995,-0.032172732,0.016814666
0.14404151,0.17074469,-0.18770987,0.22721997,0.06804062,0.120654695,-0.09101043,0.063688084,-0.3729865,-0.0064989654,0.18619436,-0.00022064513,0.054897133,0.06787055,-0.3125684,0.055699985,0.11884743,0.026799662,0.009812329,0.039968945,-0.027937464,0.03773053
0.030348781,0.58543,-0.08927231,0.16349657,0.3042749,0.120682366,-0.084576175,-0.029835066,0.6971798,-0.0046017068,0.8826242,-0.005573498,0.22217187,-0.038909797,-0.08952812,-0.037199717,0.09964282,-0.008753766,0.05579563,0.008648498,0.07051089,-0.01692976
0.02271546,-0.21384074,-0.018672545,0.1806895,-0.005581835,0.13479479,-0.14281827,0.112421826,0.027478315,-0.00642784,-0.35123056,7.968846e-05,-0.017000085,0.023896368,-0.10513991,-0.034823254,-0.013991026,-0.025980473,-7.537381e-05,0.033272184,-0.02051035,0.00037493056
-0.11187431,0.1308322,0.034540903,-0.0897895,0.27763838,-0.0051186816,0.20242713,-0.048826754,-0.5367921,-0.008811186,-0.088184126,0.00013612279,-0.014121204,0.03532094,0.2582794,0.0626896,-0.035834037,0.013557648,-6.231621e-05,0.017626584,-0.028904146,-0.0032580502
0.0054987776,0.26434773,0.089903854,-0.026226025,-0.22834995,-0.01447143,0.25457922,0.18086226,-0.21875651,-0.00927315,0.24115007,-0.00021234767,0.034199286,0.041476242,0.210152,0.11695179,-0.10036382,0.0048912284,0.05331291,0.02325786,-0.028074281,-0.16649953
-0.026709279,0.0054463185,0.056145933,-0.0599716,-0.8671137,-0.06439417,-0.07734881,-0.31775725,-0.2651359,-0.008424319,-0.29760695,4.2997553e-06,-0.08269739,0.011423899,-0.019452663,-0.016153939,-0.26495552,-0.009850706,0.0119054,0.008819088,-0.052458063,-0.011265351
-0.0456532,-0.42553994,-0.06799318,-0.018361662,-0.4100487,-0.09434608,-0.049680293,0.2371023,0.04724878,0.0014572536,-0.6076829,8.518106e-05,-0.0784738,0.009377391,0.04393528,0.048616555,-0.36146533,0.013721141,-0.034160234,-0.011622984,0.0977451,0.042312432
0.035277266,-0.08176183,-0.04277292,0.09363096,-0.06658239,0.027121237,-0.28652683,-0.16740236,0.5447372,-0.005620721,-0.4219066,2.749107e-05,-0.022915006,-0.034265846,-0.20752187,-0.14805199,-0.1341552,0.0033507475,-0.024010813,0.008514841,-0.0270188,-0.009558368
-0.065555274,-0.25108907,-0.08377565,0.021530287,0.28252372,0.07263687,-0.008793855,-0.1403549,-0.43465316,0.03747007,-0.2381229,9.975583e-05,-0.06251753,0.07313802,0.088924944,0.033676177,0.26145607,-0.004251423,-0.0033854302,0.03060784,-0.017209407,0.061450068
-0.05235084,0.15776505,0.102893114,-0.058037423,-0.044752214,0.034009084,0.025882835,0.03547614,-0.2621229,-0.0059720795,-0.011571847,-0.00015901476,-0.06536853,0.009059189,0.051672664,-0.06388304,0.038334966,-0.005136383,0.0054118857,0.024776394,-0.040939484,0.008360551
-0.004609231,-0.07046456,0.03140227,-0.12481706,-0.20977105,-0.13357158,-0.022366175,-0.43883932,-0.6662024,-0.009484911,-0.348157,0.00034334685,-0.07591964,0.030264013,-0.07194115,0.024400752,-0.034643892,0.02823322,-0.020757273,-0.007943271,-0.029624142,0.016917048
-0.018893193,-0.0215513,0.12050977,-0.11340136,-0.24335971,-0.022856116,0.035670575,-0.10990428,0.23613088,-0.0057901656,0.049087297,-0.00052172376,0.11519037,0.009725011,0.18482484,0.070500776,-0.02389711,-0.014400133,0.01486018,0.012335493,-0.026807424,-0.008583296
-0.14622658,-0.23019737,0.015782483,-0.3226623,0.4259567,0.09698763,0.0050849696,0.3244263,-0.2703896,0.02376271,-0.55703837,-0.0001643894,-0.07696744,-0.055033166,0.14011893,0.08293272,-0.17117931,-0.009860083,-0.022573214,0.032160193,-0.016126014,0.009385324
0.02865244,-0.14654641,-0.009368069,-0.07675596,-0.6762261,-0.05053233,-0.008293071,-0.02206833,0.052505754,0.016708652,-0.4580364,-2.8433707e-05,-0.08732017,-0.039658137,0.04638622,0.010767348,-0.0057588345,0.022221398,-0.060307004,0.011389762,-0.024160288,0.015974721
-0.021973727,-0.020740341,0.07391307,-0.13165714,0.27834976,-0.0132734105,-0.047151655,0.0585308,-0.5125266,-0.005936715,-0.6172764,-0.00010297434,-0.069142394,-0.024114577,0.061130803,0.056202017,0.35483065,0.0153400265,-0.017995037,0.033160128,-0.01805091,0.104353495
0.023033623,0.018516088,-0.05279962,0.12801106,0.14520232,0.08520127,-0.1856519,0.07049442,0.5209705,-0.0055072294,0.09535475,-0.00048335944,0.081072025,-0.020798316,-0.09632481,-0.05429825,-0.07226313,0.0019842004,0.0059395763,0.020331733,-0.023029853,-0.009205926
-0.12760597,-0.41697887,0.077968985,-0.15694906,-0.1436286,0.17444491,-0.19441523,-0.0109346965,-0.5115547,-0.005296886,-0.70398724,0.00017040645,-0.09897968,-0.06528785,0.06777653,0.018968653,-0.3400629,-0.0054981867,-0.017668076,0.007705642,-0.014386369,0.043243356
0.09411148,-0.063766666,0.091584764,-0.071574464,-0.06820523,-0.083066985,-0.09137881,-0.29462942,-0.65026045,-0.00531485,-0.6379971,0.00045747086,-0.08338951,0.064846955,0.038955595,0.026613018,-0.22493473,-0.027699174,-0.32855132,-0.051040303,-0.015717382,0.0064872326
0.016627427,0.7120688,0.110784546,-0.06299607,-0.5145856,-0.0012923207,0.016617194,0.5140034,0.80182564,-0.0014383973,1.0714892,-0.005506932,0.21336654,0.00808605,0.17581344,-0.032462686,0.29023328,0.0048764916,0.05085218,0.004707864,0.13002017,0.035536136
-0.098265946,-0.03958232,-0.011744124,-0.25690487,0.0036233715,-0.035093546,-0.12791994,-0.3333563,-0.6642089,-0.005242287,-0.6372543,0.00028561414,-0.060115077,-0.05346553,-0.120042324,-0.07706571,0.011043554,-0.017927263,-0.005311745,0.023537893,-0.021128876,-0.02671937
0.07504812,-0.16251248,0.114093274,-0.09690374,-0.053519785,0.09091329,0.2524249,0.8072031,-0.09963321,-3.885352e-05,-0.64041835,0.00020176772,-0.09975243,0.03169049,0.040991295,0.027898274,-0.015215244,-0.035938684,-0.0342753,0.0036447588,-0.0067764376,0.09190193
0.012668797,-0.073530555,-0.03331439,0.054106217,-0.87772983,0.018880004,-0.35064143,0.04757319,-0.17666955,-0.0055146,-0.11605317,7.3952295e-05,-0.025091344,0.0052993945,-0.098666646,-0.08129462,-0.33197093,0.022587173,-0.010704874,0.026919283,-0.022452213,-0.051954
-0.016654626,-0.29320744,-0.060149204,0.055526976,-0.04726534,0.06157892,0.045069832,0.056116425,-0.17639555,-0.007312016,-0.12241487,0.00034901855,-0.033733096,0.02386474,0.14892086,-0.06766113,-0.02229788,0.022953019,0.0100602675,0.013475548,-0.02173278,-0.004581367
-0.032940622,0.06124284,0.06967779,-0.1865493,-0.052446157,0.0037873576,0.10226417,0.038644493,0.20257168,-0.008050264,-0.56701076,-6.174537e-06,-0.070762806,0.023152424,0.04558475,0.0508432,0.11282121,-0.003907557,-0.021884054,0.02634645,-0.03377815,0.0071383677
-0.023173364,0.9901192,0.061298627,0.07623331,0.34912348,0.057135604,-0.017150357,-0.15351415,0.7756444,-0.0022434478,1.2329482,-0.00802481,0.26399925,0.0073442007,0.20600763,-0.039703004,0.10935413,0.002110385,0.04855824,0.0043970896,0.075849004,-0.014350864
-0.01345291,0.39214528,0.0016961598,-0.038368087,0.45973215,-0.13848978,-0.0778736,-0.48743397,-0.48243433,-0.012368794,-0.1256591,-0.00018989234,-0.03762042,-0.07714834,0.16996437,-0.0032632577,0.01311999,0.0013866466,-0.0038923074,0.020595137,-0.02196073,0.03982649
-0.008454549,-0.034179952,-0.066588126,0.032637805,-0.13805662,-0.13643439,-0.103137776,-0.23259182,0.1323314,0.07007472,0.8061158,-9.154707e-05,-0.035179164,-0.0132746035,0.027720211,0.07001289,-0.08207305,0.007724142,-0.009798175,0.02786814,-0.030497422,-0.011474176
-0.052139875,0.24603845,0.09570463,-0.014807885,0.080322735,0.06300673,0.14407595,-0.08082031,0.3763528,-0.00864476,0.40847912,-0.000527183,0.06601828,0.05899704,0.2569516,0.0897861,0.015099463,-0.0043531833,0.01250057,0.012556206,-0.028117629,-0.01974751
-0.033099417,0.3642396,0.0600203,-0.00022539994,0.29104638,-0.009076941,0.0179964,-0.03062792,0.8686372,-0.009745492,0.0053818403,-0.00047598942,0.010150127,-0.035271157,0.27745402,0.03169341,0.024221359,-0.0030504845,0.0023225187,0.019440314,0.11918703,-0.024352716
-0.047419302,-0.020007724,0.020963356,-0.11929043,-0.39780775,-0.0011843353,-0.0723032,0.13275073,0.08927737,-0.009155007,-0.28430152,-3.333974e-05,-0.06595768,0.0014308066,0.085772626,0.04689265,-0.00080879056,-0.0055938256,0.0053680385,0.028341964,-0.041544672,0.015018515
-0.037842847,-0.32834706,0.03369462,-0.078705706,-0.8467726,-0.06512755,0.112922,-0.029996663,-0.52497876,-0.003493517,-0.63241726,0.00013039647,-0.070833154,-0.1374378,0.13630639,-0.00035225824,-0.03379647,0.0017770351,-0.01109318,0.009039438,-0.012705474,0.0213798
0.045625042,-0.044044293,-0.29455078,0.29638684,-0.0050443825,0.17344053,-0.053580586,0.09206986,-0.093061484,-0.0031824354,0.8494111,-0.0015742996,0.23239285,-0.023462638,-0.15360859,-0.076733395,-0.0004767602,-0.0027253234,0.052488495,0.00819677,-0.015793031,0.016570885
-0.17572834,-0.02255532,0.015591625,-0.23595625,0.3289387,0.079593025,0.01734189,0.27943224,-0.32010245,-0.0067538144,-0.4597904,-6.44892e-05,-0.05054197,-0.064351745,0.19633125,0.04106193,0.07547763,0.006487006,-0.24375209,-0.07109714,-0.022362076,0.0023243977
0.08040631,0.5305761,0.029224744,-0.08686672,0.22138692,0.106199704,0.0104249725,-0.33667025,0.5927131,-0.006044268,1.212827,-0.03377589,0.24886164,-0.021318566,0.22953467,-0.053980786,0.076567136,0.015047656,0.0477774,0.019075723,0.06906475,0.014131948
-0.056337897,-0.3299652,0.0466442,-0.071054526,0.26802477,-0.0073001003,0.11172241,-0.022584759,-0.38595036,-0.0066959593,-0.4663443,3.0868097e-05,-0.05395618,0.0006624176,-0.010539166,0.037569102,-0.05670718,-0.006648772,0.005498097,0.009220266,0.00089584506,-0.03569083
0.007976314,-8.51145e-05,0.030753063,0.024748303,0.18128796,-0.13167179,-0.21069339,-0.12296815,-0.08675324,-0.0056064534,-0.26508284,-0.00022596437,-0.061747517,0.022797078,-0.003773209,0.049941055,-0.2945916,-0.041930597,-0.0026017213,0.01838827,-0.029713817,-0.023111016
-0.0033933176,0.1863133,-0.022835108,0.04496709,-0.060111612,-0.013915567,0.08761847,0.23452827,0.16192809,-0.00446344,-0.3963409,2.3730943e-05,-0.018046735,0.017873336,0.021349534,-0.044833362,-0.029197214,0.006541488,0.0053003,0.021189203,0.24627851,0.0026396106
-0.016544469,0.20970437,0.046827786,-0.07016976,0.32461172,0.022089336,0.13566665,0.19854698,0.30730912,-0.0099863615,0.46142086,-0.00047318946,0.09374944,0.018239664,0.23979259,0.053023055,-0.05882323,-0.004226533,0.010580773,0.00932709,-0.027659139,-0.0055064657
0.05057975,0.2102871,-0.16872865,0.21624735,0.29451978,0.17608137,-0.3769389,-0.015692094,0.092810154,-0.0027069408,0.8880009,-0.006110175,0.19673604,-0.021750974,-0.12419207,-0.073604904,0.075514525,-0.011322381,0.029145984,0.015588013,-0.028992571,0.0047330437
-0.22863357,-0.024528503,0.052093655,-0.21717755,0.04690777,-0.005678875,0.08108667,-0.11373635,-0.6028968,-0.005786947,-0.72422427,0.00012328799,-0.0461077,-0.051550657,0.019605836,-0.005814187,-0.18931074,0.0033487708,-0.006317495,0.014838651,-0.016215874,-0.2758335
-0.12788992,-0.03170459,-0.07637885,-0.15967976,-0.11069199,-0.035616502,-0.17718138,-0.08696915,-0.6483696,0.014215455,-0.7410334,0.00016785075,-0.10870129,-0.019915393,0.041018303,-0.036773685,-0.11545435,0.0082769785,-0.008588525,0.036909677,-0.023238419,-0.052523684
-0.16256426,-0.4272586,-0.09319907,-0.07727034,-0.023078302,-0.10191338,0.13676111,-0.058268707,-0.64485997,-0.005529062,-0.6648282,7.327247e-05,-0.084970266,-0.03708615,-0.057602722,-0.04838363,-0.13710913,0.004738443,-0.015608742,-0.022687793,-0.010978513,-0.015272191
-0.036869287,-0.61054003,-0.04321319,0.18811162,-0.5116632,0.026799383,-0.09051338,-0.049957305,-0.15219532,-0.0016661333,-0.5234963,0.00014828832,-0.06872046,0.02322714,-0.133269,0.030299285,-0.04363967,-0.014845889,-0.022712879,0.004963303,0.06707023,-0.009284401
-0.10364714,-0.28714725,0.040932532,-0.114223495,0.09533851,0.100630745,0.14924923,-0.09403421,0.62033993,-0.005660184,-0.52198213,-0.00037274996,-0.048383348,-0.07433322,0.25698948,0.06550999,-0.033672858,-0.014481028,-0.08271442,-0.018419772,-0.011229831,-0.009764305
