블루오션_랭킹,q2_score,q1_score,q2_residual_score,q2_supply_score,q1_residual_score,q1_supply_score,상권_코드,상권_코드_명,상권유형,residual_latest,residual_avg,supply_shortage,cafe_revenue_per_store,카페음료_점포수,찻집수_latest,매출_latest,사분면,구조적블루오션
13,0.7166988416988418,0.3518339768339769,0.8648648648648649,0.5685328185328186,0.13513513513513514,0.5685328185328186,3120168,서울고교교차로,발달상권,-1.4037305630072971,-1.4113851341282198,1.0,19116688.21875,6.111111111111111,0,135940894,Q2_잠재수요미실현,True
14,0.7123552123552124,0.31756756756756754,0.8947876447876448,0.5299227799227799,0.10521235521235521,0.5299227799227799,3120214,영동대교남단교차로,발달상권,-1.656804800291095,-2.5845860399420952,1.0,14822753.131313132,11.375,0,183431570,Q2_잠재수요미실현,True
15,0.7109073359073359,0.5574324324324325,0.6534749034749034,0.7683397683397684,0.3465250965250965,0.7683397683397684,3120043,서울역,발달상권,-0.350104715480942,-0.2822901854517094,1.0,144262547.63636363,38.875,0,5752469087,Q2_잠재수요미실현,True
16,0.709942084942085,0.47924710424710426,0.7306949806949807,0.6891891891891893,0.2693050193050193,0.6891891891891893,3120011,종로4가,발달상권,-0.6064517522820623,-0.4649871134048197,1.0,50754135.62352941,9.625,0,539262691,Q2_잠재수요미실현,True
17,0.7094594594594594,0.38513513513513514,0.8243243243243243,0.5945945945945946,0.17567567567567569,0.5945945945945946,3120209,"강남구청(청담역_8번, 강남세무서)",발달상권,-1.159355878197971,-1.4817729808342364,1.0,24749620.627118643,18.666666666666668,0,486742539,Q2_잠재수요미실현,True
18,0.7087355212355213,0.3062258687258687,0.9025096525096525,0.51496138996139,0.09749034749034749,0.51496138996139,3120082,상계백병원,발달상권,-1.7571112878550608,-1.616436122422439,1.0,13641159.2,4.0,0,68205796,Q2_잠재수요미실현,True
19,0.708011583011583,0.4782818532818533,0.7297297297297297,0.6862934362934363,0.2702702702702703,0.6862934362934363,3120133,서울시흥동우체국(홈플러스시흥점),발달상권,-0.6034775519900535,-0.5561357176680958,1.0,49173088.25,3.0,0,196692353,Q2_잠재수요미실현,True
20,0.7068050193050193,0.37282818532818535,0.833976833976834,0.5796332046332047,0.16602316602316602,0.5796332046332047,3120233,몽촌토성역,발달상권,-1.220571897681161,-1.305365829799956,1.0,20849808.866666667,14.0,0,312747133,Q2_잠재수요미실현,True
21,0.7063223938223939,0.4910714285714286,0.7152509652509653,0.6973938223938224,0.28474903474903474,0.6973938223938224,3120156,"총신대입구역(이수, 총신대)",발달상권,-0.5559722548704755,-0.4746086145468264,1.0,54375235.340350874,34.625,0,1937117759,Q2_잠재수요미실현,True
22,0.7058397683397684,0.46163127413127414,0.7442084942084942,0.6674710424710425,0.2557915057915058,0.6674710424710425,3120247,굽은다리역,발달상권,-0.6627262840815327,-0.8185664842650762,1.0,41479049.674418606,4.375,0,222949892,Q2_잠재수요미실현,True
23,0.7053571428571429,0.27871621621621623,0.9266409266409267,0.4840733590733591,0.07335907335907337,0.4840733590733591,3120149,여의도역(여의도),발달상권,-2.1365885404092886,-1.8529393704301087,0.25,113616857.54215851,130.77777777777777,3,14972177005,Q3_저성과포화,True
24,0.7029440154440154,0.5417471042471043,0.6611969111969112,0.7446911196911197,0.3388030888030888,0.7446911196911197,3120197,역삼역,발달상권,-0.3648625226314088,-0.1357775775546592,1.0,86418204.49082126,128.375,0,11180355206,Q2_잠재수요미실현,True
25,0.7019787644787645,0.521476833976834,0.6805019305019304,0.7234555984555985,0.3194980694980695,0.7234555984555985,3120107,공덕역(공덕오거리),발달상권,-0.4592592434644125,-0.6516281054331472,1.0,67750624.75113122,23.555555555555557,0,1663654230,Q2_잠재수요미실현,True
26,0.7017374517374517,0.5048262548262549,0.696911196911197,0.7065637065637066,0.3030888030888031,0.7065637065637066,3120159,서울대입구역,발달상권,-0.5174035201986484,-0.6337054764683292,1.0,59569443.61904762,30.5,0,1876437474,Q2_잠재수요미실현,True
27,0.7000482625482626,0.5330598455598455,0.666988416988417,0.7331081081081081,0.333011583011583,0.7331081081081081,3120173,교대역(법원.검찰청),발달상권,-0.3787381400825396,-0.5545001173763274,1.0,75756634.52773109,73.375,0,5634399693,Q2_잠재수요미실현,True
28,0.6964285714285714,0.5014478764478765,0.6949806949806949,0.6978764478764479,0.305019305019305,0.6978764478764479,3120123,오류동역,발달상권,-0.5110038209260068,-0.8213500152057382,1.0,54387064.72727273,7.25,0,448693284,Q2_잠재수요미실현,True
29,0.6954633204633205,0.45801158301158296,0.7374517374517375,0.6534749034749034,0.2625482625482625,0.6534749034749034,3120047,한남오거리,발달상권,-0.6211594468963071,-0.8313610246533601,1.0,37155719.63398693,18.125,0,710603138,Q2_잠재수요미실현,True
30,0.6944980694980696,0.5651544401544402,0.6293436293436294,0.7596525096525097,0.37065637065637064,0.7596525096525097,3120145,영등포역(영등포),발달상권,-0.2533887563030461,-0.5005568728324117,1.0,118816172.55263157,37.0,0,4515014557,Q2_잠재수요미실현,True
31,0.6942567567567568,0.3361486486486487,0.8581081081081081,0.5304054054054055,0.14189189189189189,0.5304054054054055,3120092,불광역,발달상권,-1.3321188575607437,-1.2560348374497008,1.0,14889645.481481481,5.75,0,100505107,Q2_잠재수요미실현,True
32,0.6906370656370656,0.49276061776061775,0.6978764478764479,0.6833976833976834,0.30212355212355213,0.6833976833976834,3120090,연신내역,발달상권,-0.5183126031443557,-0.4054104010575309,1.0,47910670.60344827,11.88888888888889,0,617515310,Q2_잠재수요미실현,True
33,0.6901544401544402,0.4198841698841699,0.7702702702702703,0.61003861003861,0.22972972972972974,0.61003861003861,3120128,신도림역,발달상권,-0.8059809370621167,-0.4964198616431423,1.0,27802704.697885197,35.77777777777778,0,1022521695,Q2_잠재수요미실현,True
34,0.6899131274131275,0.4968629343629344,0.6930501930501931,0.6867760617760619,0.30694980694980695,0.6867760617760619,3120116,송정역,발달상권,-0.5021638140250211,-0.4210393518252198,1.0,49193776.0,4.125,0,252118102,Q2_잠재수요미실현,True
35,0.6894305019305019,0.25603281853281856,0.9333976833976834,0.4454633204633205,0.06660231660231661,0.4454633204633205,3120163,사당역 11번(사당역먹자골목),발달상권,-2.267214911805453,-2.567603638118852,1.0,8774702.777777778,8.0,0,78972325,Q2_잠재수요미실현,True
36,0.6877413127413128,0.5323359073359073,0.6554054054054055,0.7200772200772201,0.34459459459459457,0.7200772200772201,3120135,양평역,발달상권,-0.3518979419431964,-0.4843547859313158,1.0,65927211.2,2.75,0,247227042,Q2_잠재수요미실현,True
37,0.6836389961389961,0.41722972972972977,0.7664092664092664,0.600868725868726,0.2335907335907336,0.600868725868726,3120106,마포역,발달상권,-0.771886559607907,-0.7357448997776308,1.0,26034412.0,25.0,0,676894712,Q2_잠재수요미실현,True
38,0.6831563706563707,0.40033783783783783,0.7828185328185329,0.5834942084942085,0.2171814671814672,0.5834942084942085,3130257,영등포시장기계공구상가,전통시장,-0.879962852095364,-0.9311931696789956,1.0,21333333.333333332,1.25,0,48000000,Q2_잠재수요미실현,True
39,0.680984555984556,0.45608108108108114,0.7249034749034748,0.6370656370656371,0.2750965250965251,0.6370656370656371,3120146,한강성심병원,발달상권,-0.5871050752661908,-1.0058643751930474,1.0,32386532.25,7.0,0,259092258,Q2_잠재수요미실현,True
40,0.6788127413127414,0.35062741312741313,0.8281853281853282,0.5294401544401545,0.1718146718146718,0.5294401544401545,3120038,약수역,발달상권,-1.191942203727976,-1.009440138354292,1.0,14708020.237837838,22.125,0,340122968,Q2_잠재수요미실현,True
41,0.678692084942085,0.3061052123552124,0.8725868725868726,0.4847972972972973,0.1274131274131274,0.4847972972972973,3120227,잠실역,발달상권,-1.443628279231561,-1.3126501692430272,0.3333333333333333,98210825.9321574,91.125,2,9047672339,Q3_저성과포화,True
42,0.678088803088803,0.5564671814671815,0.6216216216216216,0.7345559845559846,0.3783783783783784,0.7345559845559846,3120131,가산디지털단지,발달상권,-0.2330394738760226,-0.1804029544210076,1.0,76840508.30901287,173.75,0,13427878827,Q2_잠재수요미실현,True
43,0.6759169884169884,0.21163127413127414,0.9642857142857143,0.3875482625482626,0.03571428571428571,0.3875482625482626,3120034,중구청(퇴계로4가),발달상권,-2.780851624435215,-2.9747823548865986,1.0,4660912.140350877,13.25,0,66417998,Q2_잠재수요미실현,True
44,0.675434362934363,0.49396718146718144,0.6814671814671815,0.6694015444015444,0.3185328185328185,0.6694015444015444,3120059,구삼강변맛길,발달상권,-0.4601848934536541,-0.2997281523720758,1.0,41697014.0,11.0,0,500364168,Q2_잠재수요미실현,True
45,0.6727799227799228,0.39768339768339767,0.7750965250965252,0.5704633204633205,0.2249034749034749,0.5704633204633205,3120244,암사역,발달상권,-0.8546304150772315,-0.7812026188531122,1.0,19436916.559139784,10.625,0,225954155,Q2_잠재수요미실현,True
46,0.67253861003861,0.47273166023166024,0.6998069498069498,0.6452702702702703,0.3001930501930502,0.6452702702702703,3120122,강서구청,발달상권,-0.519884184191632,-0.562810320926086,1.0,34325643.3006993,16.875,0,613570874,Q2_잠재수요미실현,True
47,0.6720559845559846,0.5311293436293436,0.640926640926641,0.7031853281853282,0.3590733590733591,0.7031853281853282,3120178,신사역,발달상권,-0.309275184398146,-0.5076355673408829,1.0,58517486.72675522,57.55555555555556,0,3426523945,Q2_잠재수요미실현,True
48,0.671573359073359,0.5875965250965252,0.583976833976834,0.7591698841698842,0.416023166023166,0.7591698841698842,3120215,포스코사거리,발달상권,-0.1098148817084414,-0.010100628987588,1.0,118548394.91851851,66.5,0,8002016657,Q2_잠재수요미실현,True
49,0.6713320463320464,0.5448841698841699,0.6264478764478765,0.7162162162162162,0.3735521235521235,0.7162162162162162,3120132,독산동,발달상권,-0.245686086891478,-0.3922690265008685,1.0,63428031.55862069,17.125,0,1149633072,Q2_잠재수요미실현,True
50,0.6698841698841699,0.43822393822393824,0.7316602316602316,0.6081081081081081,0.26833976833976836,0.6081081081081081,3120206,개나리아파트,발달상권,-0.6088962924197183,-0.521485255920504,1.0,27600629.70810811,22.125,0,638264562,Q2_잠재수요미실현,True
51,0.6691602316602316,0.5909749034749034,0.5781853281853282,0.7601351351351351,0.4218146718146718,0.7601351351351351,3120097,충정로역,발달상권,-0.1001102925712267,-0.1050123500021895,1.0,119295405.01960784,5.375,0,760508207,Q2_잠재수요미실현,True
52,0.6677123552123552,0.40612934362934366,0.7615830115830116,0.5738416988416989,0.2384169884169884,0.5738416988416989,3120230,송파사거리(송파역),발달상권,-0.7487917065292393,-0.7949940129937269,1.0,20048323.96190476,12.125,0,263134252,Q2_잠재수요미실현,True
53,0.6674710424710425,0.5902509652509652,0.5772200772200773,0.7577220077220077,0.42277992277992277,0.7577220077220077,3120087,응암역,발달상권,-0.0951895755499023,-0.1780450552151416,1.0,113256703.66666667,2.0,0,339770111,Q2_잠재수요미실현,True
54,0.666023166023166,0.41216216216216217,0.7538610038610039,0.5781853281853282,0.24613899613899615,0.5781853281853282,3111056,천호태영아파트,골목상권,-0.7146339943824742,-0.698117632405054,1.0,20708553.5,1.0,0,41417107,Q2_잠재수요미실현,True
55,0.6638513513513513,0.44184362934362936,0.722007722007722,0.6056949806949807,0.277992277992278,0.6056949806949807,3120091,본서부병원,발달상권,-0.5756060499667299,-0.483797063296742,1.0,27128881.545454547,10.0,0,298417697,Q2_잠재수요미실현,True
56,0.6628861003861004,0.16771235521235522,0.9951737451737451,0.33059845559845563,0.004826254826254826,0.33059845559845563,3110930,서초동성당,골목상권,-5.274822623183681,-5.576391672483092,1.0,1860495.238095238,4.25,0,9767600,Q2_잠재수요미실현,True
57,0.6616795366795367,0.27268339768339767,0.8889961389961389,0.4343629343629344,0.111003861003861,0.4343629343629344,3120161,방배동가구거리(사당동가구거리),발달상권,-1.6133903092034494,-1.5673302098531865,1.0,8094367.868852459,6.625,0,61719555,Q2_잠재수요미실현,True
58,0.6599903474903475,0.229488416988417,0.9305019305019305,0.3894787644787645,0.0694980694980695,0.3894787644787645,3120058,구의사거리,발달상권,-2.219696108395791,-2.116384836816176,1.0,4771651.909090909,7.555555555555555,0,40824133,Q2_잠재수요미실현,True
59,0.6578185328185329,0.39044401544401547,0.7673745173745173,0.5482625482625483,0.23262548262548263,0.5482625482625483,3120201,도곡1동,발달상권,-0.7732594299038915,-0.3846961137558935,1.0,16809406.222222224,17.0,0,302569312,Q2_잠재수요미실현,True
60,0.6563706563706564,0.4276061776061776,0.7287644787644787,0.583976833976834,0.27123552123552125,0.583976833976834,3120124,개봉동 현대아파트,발달상권,-0.5981596582458977,-0.5115456124566045,1.0,21355573.42857143,13.0,0,298978028,Q2_잠재수요미실현,True
61,0.6537162162162162,0.5118243243243243,0.6418918918918919,0.6655405405405406,0.3581081081081081,0.6655405405405406,3120076,수유역,발달상권,-0.3161869438113278,-0.3531069584271343,1.0,40633852.75409836,60.0,0,2478665018,Q2_잠재수요미실현,True
62,0.6527509652509653,0.2830598455598456,0.8696911196911197,0.43581081081081086,0.1303088803088803,0.43581081081081086,3120048,금호역,발달상권,-1.43289598757017,-1.8425914798824885,1.0,8217030.293333333,8.375,0,77034659,Q2_잠재수요미실현,True
63,0.6522683397683398,0.49589768339768336,0.6563706563706564,0.6481660231660231,0.3436293436293436,0.6481660231660231,3120221,봉은사역,발달상권,-0.354369519262292,-0.1483194059325201,1.0,35224930.64827586,17.125,0,638451868,Q2_잠재수요미실현,True
64,0.6517857142857143,0.518581081081081,0.6332046332046333,0.6703667953667953,0.3667953667953668,0.6703667953667953,3120101,합정역,발달상권,-0.2764820537051768,-0.2982228782891213,1.0,42198446.44015444,63.75,0,2732349407,Q2_잠재수요미실현,True
65,0.6515444015444016,0.45559845559845563,0.6959459459459459,0.6071428571428572,0.30405405405405406,0.6071428571428572,3120027,명동역(명동재미로),발달상권,-0.5150257240606244,0.6702863485280707,1.0,27343432.615384616,29.333333333333332,0,829417456,Q2_잠재수요미실현,False
66,0.6508204633204633,0.5687741312741312,0.582046332046332,0.7195945945945946,0.41795366795366795,0.7195945945945946,3120243,천호역,발달상권,-0.1073362311901462,-0.4699624996229836,1.0,65734095.857777774,27.125,0,1848771446,Q2_잠재수요미실현,True
66,0.6508204633204633,0.18943050193050193,0.9613899613899614,0.34025096525096526,0.03861003861003861,0.34025096525096526,3120176,논현역 4번,발달상권,-2.737207916542829,-2.5411007615669434,1.0,2318970.5,15.0,0,37103528,Q2_잠재수요미실현,True
68,0.6505791505791506,0.5579150579150579,0.5926640926640927,0.7084942084942085,0.40733590733590735,0.7084942084942085,3120192,뱅뱅사거리,발달상권,-0.1257975941350118,0.0775527432822629,1.0,59867076.47771836,69.125,0,4198178738,Q2_잠재수요미실현,False
69,0.6500965250965252,0.2755791505791506,0.8745173745173745,0.4256756756756757,0.12548262548262548,0.4256756756756757,3120033,을지로4가역,발달상권,-1.4688830061948828,-1.3739104743132955,1.0,7267449.185185186,12.5,0,98110564,Q2_잠재수요미실현,True
70,0.6498552123552124,0.4066119691119692,0.7432432432432432,0.5564671814671815,0.25675675675675674,0.5564671814671815,3120049,왕십리역(왕십리),발달상권,-0.6620711133704766,-0.6627035441631561,1.0,18053440.747967478,29.75,0,555143303,Q2_잠재수요미실현,True
71,0.6496138996138996,0.445945945945946,0.7036679536679536,0.5955598455598456,0.29633204633204635,0.5955598455598456,3120207,선정릉역,발달상권,-0.5237890289607918,-0.4715354990295187,1.0,24828236.726287264,45.125,0,1145202419,Q2_잠재수요미실현,True
72,0.6488899613899614,0.42109073359073357,0.7277992277992278,0.5699806949806949,0.2722007722007722,0.5699806949806949,3120039,신당역,발달상권,-0.5971951348718356,-0.6674725391499384,1.0,19387363.096774194,30.0,0,601008256,Q2_잠재수요미실현,True
73,0.6469594594594594,0.2830598455598456,0.8638996138996139,0.4300193050193051,0.1361003861003861,0.4300193050193051,3111032,방이역 1번,골목상권,-1.3928364817257268,-1.255366802569556,1.0,7629206.70967742,2.875,0,29563176,Q2_잠재수요미실현,True
74,0.6459942084942085,0.22514478764478765,0.9208494208494209,0.37113899613899615,0.07915057915057915,0.37113899613899615,3110101,옥정중학교,골목상권,-2.0130395559752223,-2.27611867049674,1.0,3969415.3333333335,2.0,0,11908246,Q2_잠재수요미실현,True
75,0.6452702702702703,0.18194980694980695,0.9633204633204633,0.32722007722007723,0.03667953667953668,0.32722007722007723,3110953,학동근린공원,골목상권,-2.778582989831973,-2.289226406012539,1.0,1684233.8636363635,3.4,0,7410629,Q2_잠재수요미실현,True
76,0.6447876447876448,0.6023166023166022,0.5424710424710425,0.747104247104247,0.4575289575289575,0.747104247104247,3120069,상봉역,발달상권,-0.0173344152997749,-0.4966043154466955,1.0,89635362.05769232,16.333333333333332,0,1553679609,Q2_잠재수요미실현,True
77,0.644546332046332,0.26809845559845563,0.8764478764478765,0.4126447876447877,0.12355212355212356,0.4126447876447877,3110969,베르사이유1아파트,골목상권,-1.5045962840823002,-1.0688241022768858,1.0,6442790.75,3.0,0,25771163,Q2_잠재수요미실현,True
78,0.6443050193050193,0.5014478764478765,0.6428571428571428,0.6457528957528957,0.35714285714285715,0.6457528957528957,3120248,명일역,발달상권,-0.3171257686577036,-0.4200305330502291,1.0,34475983.87596899,15.125,0,555925240,Q2_잠재수요미실현,True
79,0.6433397683397684,0.5226833976833977,0.6206563706563706,0.666023166023166,0.37934362934362936,0.666023166023166,3120165,서래마을카페거리(서래마을),발달상권,-0.2287569626513708,-0.0411935859304202,1.0,40644695.04,14.625,0,635073360,Q2_잠재수요미실현,True
80,0.6428571428571429,0.25,0.8928571428571429,0.3928571428571429,0.10714285714285714,0.3928571428571429,3130198,아현시장,전통시장,-1.6487163804277607,-1.6487163804277607,1.0,5031628.333333333,2.0,0,15094885,Q2_잠재수요미실현,True
81,0.6426158301158301,0.24203667953667957,0.9005791505791506,0.3846525096525097,0.09942084942084942,0.3846525096525097,3110686,수궁동주민센터,골목상권,-1.753803712048292,-1.6049288834520758,1.0,4576794.8,1.5,0,11441987,Q2_잠재수요미실현,True
81,0.6426158301158301,0.15226833976833978,0.9903474903474904,0.29488416988416993,0.009652509652509652,0.29488416988416993,3120155,총신대학교,발달상권,-4.4449963088026205,-4.300523842260343,1.0,631622.0,4.5,0,3473921,Q2_잠재수요미실현,True
83,0.6421332046332047,0.22611003861003862,0.916023166023166,0.36824324324324326,0.08397683397683398,0.36824324324324326,3110197,세종대왕기념관교차로,골목상권,-1.981784598471068,-2.065001996017297,1.0,3800763.5,1.0,0,7601527,Q2_잠재수요미실현,True
84,0.6416505791505792,0.16481660231660233,0.9768339768339769,0.3064671814671815,0.023166023166023165,0.3064671814671815,3110974,언주중학교,골목상권,-3.2981295887751347,-2.4825497699409813,1.0,951589.1724137933,3.142857142857143,0,3942298,Q2_잠재수요미실현,True
85,0.640926640926641,0.5135135135135135,0.6274131274131274,0.6544401544401545,0.37258687258687256,0.6544401544401545,3120154,장승배기역,발달상권,-0.247660082800003,-0.5421987351852068,1.0,37223217.11688312,7.555555555555555,0,318465302,Q2_잠재수요미실현,True
86,0.6404440154440155,0.5033783783783784,0.6370656370656371,0.6438223938223939,0.36293436293436293,0.6438223938223939,3120240,개롱역,발달상권,-0.2933461337426273,-0.2925143381267053,1.0,33774220.43564356,11.625,0,426399533,Q2_잠재수요미실현,True
87,0.6392374517374517,0.14020270270270271,0.999034749034749,0.27944015444015446,0.0009652509652509653,0.27944015444015446,3110782,영등포시장역 4번,골목상권,-6.207573648201372,-5.498832344049924,1.0,30253.75,3.0,0,121015,Q2_잠재수요미실현,True
88,0.638996138996139,0.29054054054054057,0.8484555984555985,0.42953667953667957,0.15154440154440155,0.42953667953667957,3120139,대림3동사거리,발달상권,-1.295105482443617,-0.8296082855369143,1.0,7626421.111111111,12.5,0,102956685,Q2_잠재수요미실현,True
88,0.638996138996139,0.1920849420849421,0.946911196911197,0.3310810810810811,0.05308880308880309,0.3310810810810811,3110014,경복고등학교,골목상권,-2.509737349774131,-2.353047654910996,1.0,1907902.0895522388,7.375,0,15978680,Q2_잠재수요미실현,True
90,0.6389961389961389,0.3832046332046332,0.7557915057915058,0.5222007722007722,0.24420849420849422,0.5222007722007722,3130078,화양제일골목시장,전통시장,-0.7287820280544715,-0.5259472482461938,1.0,14141196.857142858,1.3333333333333333,0,32996126,Q2_잠재수요미실현,True
90,0.6389961389961389,0.1611969111969112,0.9777992277992278,0.3001930501930502,0.0222007722007722,0.3001930501930502,3130086,서울약령시장,전통시장,-3.315614094947488,-3.290928029825958,1.0,765957.4468085107,10.75,0,9000000,Q2_잠재수요미실현,True
92,0.6387548262548263,0.43605212355212364,0.7027027027027026,0.5748069498069499,0.2972972972972973,0.5748069498069499,3110067,배문고등학교,골목상권,-0.5231049760542881,-0.4207093913030498,1.0,20351843.223880596,7.375,0,170446687,Q2_잠재수요미실현,True
93,0.6385135135135136,0.14044401544401547,0.9980694980694981,0.278957528957529,0.0019305019305019305,0.278957528957529,3110029,동대문역 1번,골목상권,-6.123440103531639,-4.741766959230713,1.0,17938.58823529412,7.5,0,152478,Q2_잠재수요미실현,True
94,0.6382722007722008,0.1459942084942085,0.9922779922779923,0.2842664092664093,0.007722007722007722,0.2842664092664093,3110628,신목동역,골목상권,-4.564332981219978,-4.737667190205001,1.0,205593.8064516129,2.875,0,796676,Q2_잠재수요미실현,True
95,0.638030888030888,0.1418918918918919,0.9961389961389961,0.27992277992278,0.003861003861003861,0.27992277992278,3110698,개웅초등학교(개웅중학교),골목상권,-5.571480330391877,-2.0056258088257,1.0,46614.8,4.0,0,233074,Q2_잠재수요미실현,True
96,0.6377895752895753,0.1657818532818533,0.972007722007722,0.3035714285714286,0.027992277992277992,0.3035714285714286,3110756,문래중학교,골목상권,-3.06686338601668,-2.698938735447145,1.0,842648.380952381,4.25,0,4423904,Q2_잠재수요미실현,True
97,0.6373069498069498,0.5890444015444015,0.5482625482625483,0.7263513513513513,0.4517374517374517,0.7263513513513513,3120017,동묘앞역(동묘),발달상권,-0.0280795229722805,-0.0456793278247024,1.0,70921898.40983607,5.777777777777778,0,480692867,Q2_잠재수요미실현,True
97,0.6373069498069498,0.1430984555984556,0.9942084942084942,0.28040540540540543,0.005791505791505791,0.28040540540540543,3110152,중곡어린이공원,골목상권,-5.044649988387787,-3.2355512089703504,1.0,75995.0,3.0,0,303980,Q2_잠재수요미실현,True
99,0.6370656370656371,0.37741312741312744,0.7596525096525096,0.5144787644787645,0.24034749034749034,0.5144787644787645,3120044,삼각지역,발달상권,-0.743076945053236,-0.9401267878280998,1.0,13562779.84,33.375,0,466220557,Q2_잠재수요미실현,True
99,0.6370656370656371,0.15154440154440157,0.9855212355212355,0.28861003861003864,0.01447876447876448,0.28861003861003864,3110621,목동역 5번,골목상권,-3.894078756071899,-2.0479373507141365,1.0,398856.3076923077,5.5,0,2592566,Q2_잠재수요미실현,True
99,0.6370656370656371,0.14382239382239384,0.9932432432432432,0.28088803088803094,0.006756756756756757,0.28088803088803094,3110736,독산119안전센터,골목상권,-4.676200259532967,-3.1003609822242804,1.0,129423.55555555556,3.5,0,582406,Q2_잠재수요미실현,True
102,0.6365830115830116,0.14816602316602318,0.9884169884169884,0.2847490347490348,0.011583011583011582,0.2847490347490348,3110653,화곡역 2번,골목상권,-4.17135654220658,-2.5895619760066317,1.0,248204.0,3.0,0,992816,Q2_잠재수요미실현,True
102,0.6365830115830116,0.18581081081081083,0.9507722007722008,0.3223938223938224,0.04922779922779923,0.3223938223938224,3130314,풍납시장,전통시장,-2.5745281604809254,-1.915302647898412,1.0,1558047.441860465,4.375,0,8374505,Q2_잠재수요미실현,True
104,0.6363416988416989,0.18750000000000003,0.9488416988416989,0.3238416988416989,0.05115830115830116,0.3238416988416989,3130137,"수유전통시장(수유시장, 수유골목시장)",전통시장,-2.542882157737848,-2.12221057883202,1.0,1583492.3333333333,2.0,0,4750477,Q2_잠재수요미실현,True
105,0.6363416988416988,0.14502895752895753,0.9913127413127413,0.2813706563706564,0.008687258687258687,0.2813706563706564,3110357,가오리역 1번,골목상권,-4.505014354746695,-3.721321503880448,1.0,130963.45161290321,3.4285714285714284,0,579981,Q2_잠재수요미실현,True
106,0.6361003861003861,0.14671814671814673,0.9893822393822393,0.28281853281853286,0.010617760617760617,0.28281853281853286,3110929,남부터미널역 1번,골목상권,-4.267735936131265,-3.3094665782258605,1.0,173266.45945945947,9.571428571428571,0,1831674,Q2_잠재수요미실현,True
