기준_년분기_코드,상권_코드,카페_검색지수,검색량_성장률,카페_개업률,유동인구_성장률
20252,3001494,0.5398933333333334,-14.586003048089111,,4.778817604851104
20253,3001494,0.5129766666666667,-4.985552701768259,1.0,-1.4175072221218166
20233,3001495,0.3532933333333333,-15.519811253078696,3.0,
20234,3001495,0.3344833333333333,-5.324187643884216,3.0,4.568383194245729
20241,3001495,0.2931766666666667,-12.349394588669073,4.0,-1.8698358551613725
20242,3001495,0.24044,-17.988016326901878,5.0,1.2485590648385614
20243,3001495,0.23897,-0.6113791382465483,2.0,-2.364534292475595
20244,3001495,0.2681,12.189814621082151,1.0,2.9139848037063265
20251,3001495,0.17775,-33.70011189854532,3.0,-1.6730144776005873
20252,3001495,0.2286399999999999,28.630098452883267,,0.1320673996123567
20253,3001495,0.22606,-1.128411476557023,1.0,-3.2580780948693544
20233,3001496,1.1317933333333332,-5.307222061087447,0.0,
20234,3001496,1.03333,-8.699762618617047,2.0,-2.7709296353364166
20241,3001496,1.1384366666666668,10.171645714986187,0.0,-3.7778540802760996
20242,3001496,1.0532433333333333,-7.483361686054868,0.0,-2.3551586575412675
20243,3001496,0.9374466666666668,-10.994293816243792,2.0,1.8366161284881555
20244,3001496,1.09123,16.40448878869556,0.0,-2.923314746314798
20251,3001496,0.8994633333333333,-17.573441590376625,0.0,-4.599008540203409
20252,3001496,0.99719,10.864997276153554,,6.238512056751677
20253,3001496,0.9647366666666668,-3.2544784176870234,2.0,6.477255723477482
20233,3110001,1.2287833333333331,-5.529074088311415,0.0,
20234,3110001,1.10045,-10.443935057712917,0.0,
20241,3110001,1.2191966666666667,10.790737122692253,0.0,
20242,3110001,1.26382,3.6600603129382847,50.0,
20243,3110001,1.1904333333333332,-5.806734081330156,0.0,
20244,3110001,1.19375,0.2786100299610794,0.0,
20251,3110001,1.1115133333333336,-6.888935427574139,0.0,
20252,3110001,0.97801,-12.01095203536322,0.0,
20253,3110001,0.98133,0.3394648316479509,0.0,
20233,3110002,0.7213366666666667,-8.46988063918518,0.0,
20234,3110002,0.8861866666666667,22.85340640754894,0.0,-1.6376209326390834
20241,3110002,0.7213366666666666,-18.602175613866155,0.0,-3.9166462568372973
20242,3110002,0.7475233333333334,3.630297457035802,0.0,-2.164345839601267
20243,3110002,0.6221333333333333,-16.7740583348569,0.0,7.681011528919024
20244,3110002,0.7113800000000001,14.345263609087034,0.0,-5.937634038060391
20251,3110002,0.57493,-19.18102842362732,0.0,-1.3638994389674974
20252,3110002,0.5753,0.0643556606891193,,4.593786179128423
20253,3110002,0.5638666666666667,-1.987368908975018,0.0,15.439523699788825
20233,3110003,1.2188266666666667,1.723452022934846,0.0,
20234,3110003,0.9946066666666667,-18.39638121909596,33.0,-4.853596147514594
20241,3110003,1.19707,20.35612067752075,0.0,-6.3222018571895795
20242,3110003,1.09455,-8.56424436332045,0.0,-34.20451224264467
20243,3110003,1.173096666666667,7.176160674858778,0.0,-1.3754831465526585
20244,3110003,1.0396,-11.379852186094352,0.0,5.818565110503626
20251,3110003,1.0462366666666665,0.6383865589328908,0.0,-3.682597296650225
20252,3110003,1.1428566666666666,9.23500418961931,14.0,-1.77559825938588
20253,3110003,1.0027166666666665,-12.26225510927298,13.0,-6.202276959222186
20233,3110004,0.7213366666666667,-8.46988063918518,0.0,
20234,3110004,0.8861866666666667,22.85340640754894,0.0,
20241,3110004,0.7213366666666666,-18.602175613866155,0.0,
20242,3110004,0.7475233333333334,3.630297457035802,0.0,
20243,3110004,0.6221333333333333,-16.7740583348569,0.0,
20244,3110004,0.7113800000000001,14.345263609087034,0.0,
20251,3110004,0.57493,-19.18102842362732,50.0,
20252,3110004,0.5753,0.0643556606891193,,
20253,3110004,0.5638666666666667,-1.987368908975018,0.0,
20233,3110005,1.2188266666666667,1.723452022934846,0.0,
20234,3110005,0.9946066666666667,-18.39638121909596,0.0,16.982726504502367
20241,3110005,1.19707,20.35612067752075,0.0,-2.6494644369014275
20242,3110005,1.09455,-8.56424436332045,0.0,-7.073213544824942
20243,3110005,1.173096666666667,7.176160674858778,0.0,-6.267011256407395
20244,3110005,1.0396,-11.379852186094352,0.0,
20251,3110005,1.0462366666666665,0.6383865589328908,0.0,
20252,3110005,1.1428566666666666,9.23500418961931,,
20253,3110005,1.0027166666666665,-12.26225510927298,0.0,
20233,3110006,1.2188266666666667,1.723452022934846,0.0,
20234,3110006,0.9946066666666667,-18.39638121909596,0.0,7.93456032719837
20241,3110006,1.19707,20.35612067752075,0.0,-3.8651004168245517
20242,3110006,1.09455,-8.56424436332045,0.0,-10.721324398896337
20243,3110006,1.173096666666667,7.176160674858778,0.0,10.78734363502576
20244,3110006,1.0396,-11.379852186094352,0.0,17.48140276301806
20251,3110006,1.0462366666666665,0.6383865589328908,0.0,0.33921302578019397
20252,3110006,1.1428566666666666,9.23500418961931,,1.4987604237097107
20253,3110006,1.0027166666666665,-12.26225510927298,0.0,-13.467303208615522
20233,3110007,0.7213366666666667,-8.46988063918518,0.0,
20234,3110007,0.8861866666666667,22.85340640754894,0.0,-0.5365829970952585
20241,3110007,0.7213366666666666,-18.602175613866155,30.0,5.127146759693835
20242,3110007,0.7475233333333334,3.630297457035802,13.0,1.2016465248825714
20243,3110007,0.6221333333333333,-16.7740583348569,0.0,-1.052944458639915
20244,3110007,0.7113800000000001,14.345263609087034,0.0,13.414859091910426
20251,3110007,0.57493,-19.18102842362732,0.0,
20252,3110007,0.5753,0.0643556606891193,,
20253,3110007,0.5638666666666667,-1.987368908975018,0.0,
20233,3110008,0.7213366666666667,-8.46988063918518,8.0,
20234,3110008,0.8861866666666667,22.85340640754894,0.0,3.171458709584618
20241,3110008,0.7213366666666666,-18.602175613866155,4.0,-2.1002782969435363
20242,3110008,0.7475233333333334,3.630297457035802,6.0,0.8887211608677781
20243,3110008,0.6221333333333333,-16.7740583348569,2.0,-4.712496392677446
20244,3110008,0.7113800000000001,14.345263609087034,0.0,2.8816771747959713
20251,3110008,0.57493,-19.18102842362732,0.0,-5.669119258686861
20252,3110008,0.5753,0.0643556606891193,,4.4427069729892965
20253,3110008,0.5638666666666667,-1.987368908975018,2.0,-6.963233968753501
20233,3110009,1.2188266666666667,1.723452022934846,7.0,
20234,3110009,0.9946066666666667,-18.39638121909596,14.0,2.7942892061552094
20241,3110009,1.19707,20.35612067752075,7.0,-1.5131863380890564
20242,3110009,1.09455,-8.56424436332045,6.0,-7.705345819920007
20243,3110009,1.173096666666667,7.176160674858778,0.0,4.527738508898249
20244,3110009,1.0396,-11.379852186094352,0.0,5.317508468577792
20251,3110009,1.0462366666666665,0.6383865589328908,0.0,-0.9265148878460971
20252,3110009,1.1428566666666666,9.23500418961931,,0.044215091276900154
20253,3110009,1.0027166666666665,-12.26225510927298,0.0,-7.608294233388834
20233,3110010,1.2188266666666667,1.723452022934846,14.0,
20234,3110010,0.9946066666666667,-18.39638121909596,0.0,7.274138212710346
20241,3110010,1.19707,20.35612067752075,0.0,0.19722063582714444
20242,3110010,1.09455,-8.56424436332045,13.0,9.048972519455244
20243,3110010,1.173096666666667,7.176160674858778,0.0,26.804468572941854
20244,3110010,1.0396,-11.379852186094352,13.0,10.47688139244749
20251,3110010,1.0462366666666665,0.6383865589328908,0.0,1.7093166713097574
20252,3110010,1.1428566666666666,9.23500418961931,,8.35795198873086
20253,3110010,1.0027166666666665,-12.26225510927298,0.0,18.481086936896276
20233,3110011,0.7213366666666667,-8.46988063918518,0.0,
20234,3110011,0.8861866666666667,22.85340640754894,0.0,
20241,3110011,0.7213366666666666,-18.602175613866155,,
20242,3110011,0.7475233333333334,3.630297457035802,,
20243,3110011,0.6221333333333333,-16.7740583348569,,
20244,3110011,0.7113800000000001,14.345263609087034,,
20251,3110011,0.57493,-19.18102842362732,,
20252,3110011,0.5753,0.0643556606891193,,
20253,3110011,0.5638666666666667,-1.987368908975018,,
20233,3110012,3.4459200000000005,2.142593897189093,0.0,
20234,3110012,4.57366,32.72681896271532,0.0,1.916912361240275
20241,3110012,3.835356666666667,-16.142505855995704,18.0,-1.647874266465399
20242,3110012,3.6325233333333338,-5.288512932738987,8.0,-4.18287041606622
20243,3110012,3.18187,-12.406068508851064,0.0,-4.774601386883493
20244,3110012,3.6620266666666654,15.090392337420022,0.0,3.5997670590483644
20251,3110012,2.792803333333333,-23.736127900033487,0.0,-0.3010721998980226
20252,3110012,3.1199099999999995,11.712484827073366,,-0.2248277571511137
20253,3110012,3.383226666666667,8.439880210219751,0.0,2.4673063970118703
20233,3110013,3.4459200000000005,2.142593897189093,0.0,
20234,3110013,4.57366,32.72681896271532,0.0,5.964263191086827
20241,3110013,3.835356666666667,-16.142505855995704,0.0,-1.6521449316764247
20242,3110013,3.6325233333333338,-5.288512932738987,0.0,8.723857474825714
20243,3110013,3.18187,-12.406068508851064,33.0,-3.6623920206607874
20244,3110013,3.6620266666666654,15.090392337420022,0.0,7.1518260882962315
20251,3110013,2.792803333333333,-23.736127900033487,0.0,-3.266066126516032
20252,3110013,3.1199099999999995,11.712484827073366,,6.664982088975435
20253,3110013,3.383226666666667,8.439880210219751,0.0,-8.284444196708519
20233,3110014,3.4459200000000005,2.142593897189093,0.0,
20234,3110014,4.57366,32.72681896271532,0.0,0.4122395473989293
20241,3110014,3.835356666666667,-16.142505855995704,0.0,-11.832002061324399
20242,3110014,3.6325233333333338,-5.288512932738987,0.0,14.676486059968429
20243,3110014,3.18187,-12.406068508851064,14.0,-20.16989466530751
20244,3110014,3.6620266666666654,15.090392337420022,0.0,-9.440708265940245
20251,3110014,2.792803333333333,-23.736127900033487,0.0,-17.02622673434856
20252,3110014,3.1199099999999995,11.712484827073366,,24.62117993599002
20253,3110014,3.383226666666667,8.439880210219751,0.0,1.3363636363636466
20233,3110015,3.4459200000000005,2.142593897189093,0.0,
20234,3110015,4.57366,32.72681896271532,0.0,0.6240729857554639
20241,3110015,3.835356666666667,-16.142505855995704,0.0,-16.10579597285571
20242,3110015,3.6325233333333338,-5.288512932738987,0.0,4.601359191115528
20243,3110015,3.18187,-12.406068508851064,0.0,-9.110068773175295
20244,3110015,3.6620266666666654,15.090392337420022,0.0,3.7170702791289534
20251,3110015,2.792803333333333,-23.736127900033487,0.0,-7.981307468607646
20252,3110015,3.1199099999999995,11.712484827073366,,20.35768436820664
20253,3110015,3.383226666666667,8.439880210219751,0.0,-13.6996281399408
20233,3110016,0.25298,-35.099496318593445,0.0,
20234,3110016,0.2249499999999999,-11.079927266977627,0.0,11.063512243657069
20241,3110016,0.15857,-29.50877972882861,14.0,-3.9716312056737535
20242,3110016,0.2367533333333333,49.30524899623718,0.0,-12.64090803078598
20243,3110016,0.2338033333333333,-1.2460225832793714,0.0,-42.63000207647355
20244,3110016,0.2028233333333333,-13.25045265964272,0.0,22.011375387797315
20251,3110016,0.1087866666666666,-46.36383059148356,0.0,-1.1145484595499466
20252,3110016,0.13755,26.440127466601314,,18.796605811262545
20253,3110016,0.1323866666666666,-3.75378650187812,14.0,-7.344877344877343
20233,3110017,3.4459200000000005,2.142593897189093,0.0,
20234,3110017,4.57366,32.72681896271532,25.0,-0.8657912308034699
20241,3110017,3.835356666666667,-16.142505855995704,33.0,-6.063402258593209
20242,3110017,3.6325233333333338,-5.288512932738987,0.0,5.108710979605791
20243,3110017,3.18187,-12.406068508851064,0.0,-3.914929805492773
20244,3110017,3.6620266666666654,15.090392337420022,0.0,4.783451383350568
20251,3110017,2.792803333333333,-23.736127900033487,0.0,-7.0959451096947905
20252,3110017,3.1199099999999995,11.712484827073366,40.0,9.20008265366896
20253,3110017,3.383226666666667,8.439880210219751,0.0,-10.043187889581473
20233,3110018,10.717983333333336,8.298593907933615,0.0,
20234,3110018,10.46684,-2.343195781544727,0.0,-1.1615470989116083
20241,3110018,10.810916666666666,3.287302248497781,0.0,-10.234162165566985
20242,3110018,8.516703333333332,-21.221265541774905,0.0,28.19952484537427
20243,3110018,9.630806666666668,13.081391821796483,0.0,-8.97660452896284
20244,3110018,9.175353333333334,-4.729129647153119,5.0,-0.9559050924335066
20251,3110018,10.06007,9.642317135107614,5.0,-5.589345614845365
20252,3110018,7.80237,-22.44218976607521,,1.3056839165464629
20253,3110018,6.810706666666666,-12.70977066370006,0.0,-3.344449759572332
20233,3110019,2.71683,2.2910564085572904,0.0,
20234,3110019,2.7514966666666667,1.2759969032536844,0.0,5.089285393935694
20241,3110019,2.848856666666667,3.5384378683601225,5.0,-3.1111566332932217
20242,3110019,2.825623333333334,-0.8155318449389437,10.0,7.584615113554283
20243,3110019,2.59882,-8.026665502715058,5.0,-8.205784958844974
20244,3110019,2.57079,-1.078566426301164,0.0,5.49890100479562
20251,3110019,2.818986666666666,9.654490124306768,10.0,-6.294919622413053
20252,3110019,2.8127133333333334,-0.222538595429067,5.0,4.556315533016919
20253,3110019,2.5490366666666664,-9.374459300272342,10.0,-5.719789352678917
20233,3110020,10.717983333333336,8.298593907933615,6.0,
20234,3110020,10.46684,-2.343195781544727,7.0,13.956906281812543
20241,3110020,10.810916666666666,3.287302248497781,0.0,-15.649068414391254
20242,3110020,8.516703333333332,-21.221265541774905,0.0,25.795424144789635
20243,3110020,9.630806666666668,13.081391821796483,9.0,-22.059572760450518
20244,3110020,9.175353333333334,-4.729129647153119,0.0,14.890800087552126
20251,3110020,10.06007,9.642317135107614,0.0,-14.549251635353578
20252,3110020,7.80237,-22.44218976607521,,18.793513573606702
20253,3110020,6.810706666666666,-12.70977066370006,0.0,-17.545581790883237
20233,3110021,10.717983333333336,8.298593907933615,11.0,
20234,3110021,10.46684,-2.343195781544727,0.0,16.44614045847206
20241,3110021,10.810916666666666,3.287302248497781,11.0,-9.233868526727163
20242,3110021,8.516703333333332,-21.221265541774905,5.0,14.594515681286136
20243,3110021,9.630806666666668,13.081391821796483,0.0,-14.11801072330926
20244,3110021,9.175353333333334,-4.729129647153119,16.0,15.78871673003086
20251,3110021,10.06007,9.642317135107614,0.0,-13.344588113417489
20252,3110021,7.80237,-22.44218976607521,,10.080111668536574
20253,3110021,6.810706666666666,-12.70977066370006,0.0,-13.889369894616566
20233,3110022,10.717983333333336,8.298593907933615,0.0,
20234,3110022,10.46684,-2.343195781544727,0.0,0.6340043603017653
20241,3110022,10.810916666666666,3.287302248497781,0.0,-4.734474485988094
20242,3110022,8.516703333333332,-21.221265541774905,0.0,14.95755633919762
20243,3110022,9.630806666666668,13.081391821796483,0.0,-7.4347060582988895
20244,3110022,9.175353333333334,-4.729129647153119,0.0,3.426484709061839
20251,3110022,10.06007,9.642317135107614,14.0,-4.162376715684535
20252,3110022,7.80237,-22.44218976607521,0.0,13.200613465114719
20253,3110022,6.810706666666666,-12.70977066370006,0.0,-17.312223473047617
20233,3110023,10.717983333333336,8.298593907933615,0.0,
20234,3110023,10.46684,-2.343195781544727,0.0,23.79941884108334
20241,3110023,10.810916666666666,3.287302248497781,0.0,56.76212659639064
20242,3110023,8.516703333333332,-21.221265541774905,0.0,-3.119158166375424
20243,3110023,9.630806666666668,13.081391821796483,0.0,-2.9547900474921396
20244,3110023,9.175353333333334,-4.729129647153119,0.0,4.454278003355294
20251,3110023,10.06007,9.642317135107614,0.0,-5.671810867220661
20252,3110023,7.80237,-22.44218976607521,,11.50968279689295
20253,3110023,6.810706666666666,-12.70977066370006,0.0,0.42660752353718134
20233,3110024,1.0923366666666663,13.09706231535932,0.0,
20234,3110024,0.9429766666666666,-13.673440117668234,0.0,-0.45867827825191165
20241,3110024,1.1712566666666666,24.208446303019173,0.0,-1.73069363959385
20242,3110024,1.3102866666666666,11.870156555494528,0.0,5.655004712833955
20243,3110024,0.9090466666666668,-30.622306569045957,0.0,-1.761744651980468
20244,3110024,1.09418,20.365657795346024,0.0,5.5192860222602835
20251,3110024,1.0012466666666666,-8.493422776264726,7.0,-3.060250374259621
20252,3110024,1.5053733333333337,50.34989712824682,0.0,13.79237027338549
20253,3110024,1.06062,-29.54438766020392,7.0,27.44756734784861
20233,3110025,0.7453099999999999,3.5881731588895738,,
20234,3110025,0.6833533333333333,-8.312872048767183,100.0,
20241,3110025,0.70253,2.806259328995253,0.0,
20242,3110025,0.5575966666666666,-20.63019847313757,0.0,
20243,3110025,0.56645,1.5877665457110668,0.0,
20244,3110025,0.5240366666666667,-7.487568776296816,33.0,
20251,3110025,0.6320899999999999,20.61942230505496,25.0,
20252,3110025,0.5398933333333334,-14.586003048089111,,
20253,3110025,0.5129766666666667,-4.985552701768259,20.0,
20233,3110026,0.7453099999999999,3.5881731588895738,0.0,
20234,3110026,0.6833533333333333,-8.312872048767183,0.0,
20241,3110026,0.70253,2.806259328995253,0.0,
20242,3110026,0.5575966666666666,-20.63019847313757,0.0,
20243,3110026,0.56645,1.5877665457110668,0.0,
20244,3110026,0.5240366666666667,-7.487568776296816,0.0,
20251,3110026,0.6320899999999999,20.61942230505496,0.0,
20252,3110026,0.5398933333333334,-14.586003048089111,,
20253,3110026,0.5129766666666667,-4.985552701768259,0.0,
20233,3110027,10.717983333333336,8.298593907933615,11.0,
20234,3110027,10.46684,-2.343195781544727,0.0,4.713653645657723
20241,3110027,10.810916666666666,3.287302248497781,27.0,-7.9394289139259495
20242,3110027,8.516703333333332,-21.221265541774905,0.0,0.5359146195463627
20243,3110027,9.630806666666668,13.081391821796483,0.0,-2.1196543686930136
20244,3110027,9.175353333333334,-4.729129647153119,0.0,3.006517721422086
20251,3110027,10.06007,9.642317135107614,9.0,-3.21868306575116
20252,3110027,7.80237,-22.44218976607521,,3.4274713280423086
20253,3110027,6.810706666666666,-12.70977066370006,0.0,-5.415760725460039
20233,3110028,1.9217333333333333,-3.39261955272252,7.0,
20234,3110028,1.89518,-1.3817387081107355,7.0,-2.0264812650389485
20241,3110028,2.34989,23.99297164385441,0.0,-7.949783012751055
20242,3110028,1.7959766666666666,-23.571883506603854,7.0,-0.20882506765433906
20243,3110028,2.01762,12.341103169491818,13.0,-2.231673441941784
20244,3110028,1.88633,-6.507171816298407,0.0,1.0206332540240615
20251,3110028,1.7631566666666665,-6.529787117489172,7.0,-6.564539529171364
20252,3110028,1.6407166666666668,-6.944363045824986,,5.6884429392737745
20253,3110028,1.7347566666666667,5.731641660656406,13.0,-0.6153309872380941
20233,3110029,1.9217333333333333,-3.39261955272252,22.0,
20234,3110029,1.89518,-1.3817387081107355,0.0,-11.077471798274718
20241,3110029,2.34989,23.99297164385441,0.0,-4.895046289818572
20242,3110029,1.7959766666666666,-23.571883506603854,14.0,9.672940485941961
20243,3110029,2.01762,12.341103169491818,25.0,-3.189640114861414
20244,3110029,1.88633,-6.507171816298407,11.0,-0.7131737966004081
20251,3110029,1.7631566666666665,-6.529787117489172,0.0,0.7059396476843727
20252,3110029,1.6407166666666668,-6.944363045824986,,-5.943158516225933
20253,3110029,1.7347566666666667,5.731641660656406,11.0,-8.660786193819249
20233,3110030,1.9217333333333333,-3.39261955272252,,
20234,3110030,1.89518,-1.3817387081107355,,
20241,3110030,2.34989,23.99297164385441,,
20242,3110030,1.7959766666666666,-23.571883506603854,,
20243,3110030,2.01762,12.341103169491818,,
20244,3110030,1.88633,-6.507171816298407,,
20251,3110030,1.7631566666666665,-6.529787117489172,,
20252,3110030,1.6407166666666668,-6.944363045824986,,
20253,3110030,1.7347566666666667,5.731641660656406,,
20233,3110031,0.23823,-16.43007483629558,0.0,
20234,3110031,0.1725833333333333,-27.556003302131018,0.0,
20241,3110031,0.2127833333333333,23.293095123128936,0.0,
20242,3110031,0.2065166666666666,-2.945092817419903,0.0,
20243,3110031,0.1877033333333333,-9.109837785489471,0.0,
20244,3110031,0.2090933333333333,11.395642059277945,0.0,
20251,3110031,0.1685266666666666,-19.40122433363092,0.0,
20252,3110031,0.2090966666666666,24.07334150876221,,
20253,3110031,0.1250133333333333,-40.21266081078927,0.0,
20233,3110032,0.6328266666666668,4.379188819185975,,
20234,3110032,0.5122366666666668,-19.0557709325355,,
20241,3110032,0.6922033333333334,35.13349948916839,,
20242,3110032,0.6733966666666666,-2.716928070268376,,
20243,3110032,0.6951533333333333,3.2308842237611213,,
20244,3110032,0.65975,-5.092881186884435,,
20251,3110032,0.6789266666666666,2.90665656182898,,
20252,3110032,0.5446866666666667,-19.772385824684047,,
20253,3110032,0.48421,-11.103019472969155,50.0,
20233,3110033,0.23823,-16.43007483629558,0.0,
20234,3110033,0.1725833333333333,-27.556003302131018,0.0,
20241,3110033,0.2127833333333333,23.293095123128936,33.0,
20242,3110033,0.2065166666666666,-2.945092817419903,0.0,
20243,3110033,0.1877033333333333,-9.109837785489471,0.0,
20244,3110033,0.2090933333333333,11.395642059277945,0.0,
20251,3110033,0.1685266666666666,-19.40122433363092,0.0,
20252,3110033,0.2090966666666666,24.07334150876221,,
20253,3110033,0.1250133333333333,-40.21266081078927,50.0,
20233,3110034,0.6328266666666668,4.379188819185975,0.0,
20234,3110034,0.5122366666666668,-19.0557709325355,0.0,
20241,3110034,0.6922033333333334,35.13349948916839,0.0,
20242,3110034,0.6733966666666666,-2.716928070268376,0.0,
20243,3110034,0.6951533333333333,3.2308842237611213,0.0,
20244,3110034,0.65975,-5.092881186884435,0.0,
20251,3110034,0.6789266666666666,2.90665656182898,0.0,
20252,3110034,0.5446866666666667,-19.772385824684047,,
20253,3110034,0.48421,-11.103019472969155,0.0,
20233,3110035,0.6328266666666668,4.379188819185975,0.0,
20234,3110035,0.5122366666666668,-19.0557709325355,0.0,2.2896141617204435
20241,3110035,0.6922033333333334,35.13349948916839,0.0,0.784786176662533
20242,3110035,0.6733966666666666,-2.716928070268376,14.0,-14.109302799186551
20243,3110035,0.6951533333333333,3.2308842237611213,0.0,6.130555766592893
20244,3110035,0.65975,-5.092881186884435,0.0,1.6619494060027495
20251,3110035,0.6789266666666666,2.90665656182898,0.0,-0.275236101814913
20252,3110035,0.5446866666666667,-19.772385824684047,0.0,-1.27034081633286
20253,3110035,0.48421,-11.103019472969155,17.0,-7.0066707743379535
20233,3110036,0.6328266666666668,4.379188819185975,0.0,
20234,3110036,0.5122366666666668,-19.0557709325355,0.0,
20241,3110036,0.6922033333333334,35.13349948916839,0.0,
20242,3110036,0.6733966666666666,-2.716928070268376,0.0,
20243,3110036,0.6951533333333333,3.2308842237611213,0.0,
20244,3110036,0.65975,-5.092881186884435,0.0,
20251,3110036,0.6789266666666666,2.90665656182898,0.0,
20252,3110036,0.5446866666666667,-19.772385824684047,,
20253,3110036,0.48421,-11.103019472969155,0.0,
20233,3110037,0.8946666666666667,-9.947995302801536,0.0,
20234,3110037,0.8061599999999999,-9.89269746646798,20.0,-6.656091951218023
20241,3110037,0.8824966666666668,9.469170718798626,0.0,-0.02823477740276914
20242,3110037,0.8304966666666665,-5.892373531155959,0.0,11.198251041451467
20243,3110037,0.78661,-5.284388056945821,0.0,9.569847208863159
20244,3110037,0.7073266666666668,-10.079115868515942,0.0,2.64490871705938
20251,3110037,0.8164833333333333,15.432284941422614,0.0,-0.7067625466034677
20252,3110037,0.7320333333333334,-10.34313825552674,,-1.503926445224557
20253,3110037,0.6571700000000001,-10.226765629980417,0.0,-6.54853217393907
20233,3110038,1.6930833333333333,-6.8765675647926905,0.0,
20234,3110038,1.64293,-2.962248363439479,10.0,-1.0994933707017318
20241,3110038,1.6536266666666668,0.6510725756220248,9.0,-8.31244323342416
20242,3110038,1.6274433333333331,-1.5833884310848312,0.0,11.29294290129572
20243,3110038,1.5795,-2.9459295049699463,9.0,-4.874141061701143
20244,3110038,1.6241233333333334,2.825155639970456,0.0,8.514858896624
20251,3110038,1.5654833333333331,-3.610563237192588,11.0,-9.981719725450965
20252,3110038,1.5728633333333335,0.4714199022666232,10.0,6.210965937392232
20253,3110038,1.4983666666666666,-4.736372518061549,10.0,-4.6464646464646435
20233,3110039,1.713,-10.362787387648254,0.0,
20234,3110039,2.393776666666667,39.74177855613934,0.0,
20241,3110039,1.9453333333333331,-18.733716456422435,0.0,
20242,3110039,1.6145366666666667,-17.004626456477034,0.0,
20243,3110039,1.4504233333333332,-10.16473250323624,0.0,
20244,3110039,1.92837,32.9522185476884,0.0,
20251,3110039,1.6086333333333334,-16.580670030474785,0.0,
20252,3110039,1.7307,7.5882218860730655,0.0,
20253,3110039,1.74693,0.9377708441671072,0.0,
20233,3110040,1.713,-10.362787387648254,0.0,
20234,3110040,2.393776666666667,39.74177855613934,25.0,-2.6819710574223166
20241,3110040,1.9453333333333331,-18.733716456422435,0.0,-6.439482812192853
20242,3110040,1.6145366666666667,-17.004626456477034,25.0,12.767716748902025
20243,3110040,1.4504233333333332,-10.16473250323624,0.0,-5.959779303049606
20244,3110040,1.92837,32.9522185476884,20.0,-0.47933736402796523
20251,3110040,1.6086333333333334,-16.580670030474785,0.0,-10.731716715045337
20252,3110040,1.7307,7.5882218860730655,0.0,-7.812668609042839
20253,3110040,1.74693,0.9377708441671072,0.0,-6.00413593975575
20233,3110041,1.713,-10.362787387648254,7.0,
20234,3110041,2.393776666666667,39.74177855613934,0.0,6.4999368120206125
20241,3110041,1.9453333333333331,-18.733716456422435,0.0,-11.29823344347689
20242,3110041,1.6145366666666667,-17.004626456477034,0.0,12.073927465192135
20243,3110041,1.4504233333333332,-10.16473250323624,14.0,-10.957738547048312
20244,3110041,1.92837,32.9522185476884,0.0,3.983487209805925
20251,3110041,1.6086333333333334,-16.580670030474785,7.0,-17.437813001008216
