블루오션_랭킹,q2_score,q1_score,q2_residual_score,q2_supply_score,q1_residual_score,q1_supply_score,상권_코드,상권_코드_명,상권유형,residual_latest,residual_avg,supply_shortage,cafe_revenue_per_store,카페음료_점포수,찻집수_latest,매출_latest,사분면,구조적블루오션
12,0.7210424710424711,0.4797297297297297,0.7413127413127414,0.7007722007722008,0.25868725868725867,0.7007722007722008,3120157,신림역(신림),발달상권,-0.6525132238120861,-0.6926339980298961,1.0,58226130.28571428,27.0,0,1630331648,Q2_잠재수요미실현,True
13,0.7171814671814672,0.4864864864864865,0.7306949806949807,0.7036679536679538,0.2693050193050193,0.7036679536679538,3120011,종로4가,발달상권,-0.6064517522820623,-0.4649871134048197,1.0,59918076.777777776,8.0,0,539262691,Q2_잠재수요미실현,True
14,0.7138030888030888,0.39913127413127414,0.8146718146718147,0.612934362934363,0.18532818532818532,0.612934362934363,3130059,후암시장,전통시장,-1.086513367116865,-0.8869405383270738,1.0,29651726.0,2.0,0,88955178,Q2_잠재수요미실현,True
15,0.7118725868725868,0.5583976833976834,0.6534749034749034,0.7702702702702703,0.3465250965250965,0.7702702702702703,3120043,서울역,발달상권,-0.350104715480942,-0.2822901854517094,1.0,155472137.4864865,36.0,0,5752469087,Q2_잠재수요미실현,True
16,0.7077702702702703,0.3737934362934363,0.833976833976834,0.5815637065637066,0.16602316602316602,0.5815637065637066,3120233,몽촌토성역,발달상권,-1.220571897681161,-1.305365829799956,1.0,22339080.92857143,13.0,0,312747133,Q2_잠재수요미실현,True
17,0.7068050193050193,0.382480694980695,0.8243243243243243,0.5892857142857143,0.17567567567567569,0.5892857142857143,3120209,"강남구청(청담역_8번, 강남세무서)",발달상권,-1.159355878197971,-1.4817729808342364,1.0,24337126.95,19.0,0,486742539,Q2_잠재수요미실현,True
18,0.7058397683397684,0.3033301158301158,0.9025096525096525,0.5091698841698842,0.09749034749034749,0.5091698841698842,3120082,상계백병원,발달상권,-1.7571112878550608,-1.616436122422439,1.0,13641159.2,4.0,0,68205796,Q2_잠재수요미실현,True
19,0.7053571428571429,0.27871621621621623,0.9266409266409267,0.4840733590733591,0.07335907335907337,0.4840733590733591,3120149,여의도역(여의도),발달상권,-2.1365885404092886,-1.8529393704301087,0.25,113425583.37121212,131.0,3,14972177005,Q3_저성과포화,True
19,0.7053571428571429,0.340492277992278,0.8648648648648649,0.5458494208494209,0.13513513513513514,0.5458494208494209,3120168,서울고교교차로,발달상권,-1.4037305630072971,-1.4113851341282198,1.0,16992611.75,7.0,0,135940894,Q2_잠재수요미실현,True
21,0.7053571428571428,0.47562741312741313,0.7297297297297297,0.680984555984556,0.2702702702702703,0.680984555984556,3120133,서울시흥동우체국(홈플러스시흥점),발달상권,-0.6034775519900535,-0.5561357176680958,1.0,49173088.25,3.0,0,196692353,Q2_잠재수요미실현,True
22,0.7051158301158301,0.3103281853281853,0.8947876447876448,0.5154440154440154,0.10521235521235521,0.5154440154440154,3120214,영동대교남단교차로,발달상권,-1.656804800291095,-2.5845860399420952,1.0,14110120.76923077,12.0,0,183431570,Q2_잠재수요미실현,True
23,0.7039092664092664,0.43363899613899615,0.7702702702702703,0.6375482625482626,0.22972972972972974,0.6375482625482626,3120128,신도림역,발달상권,-0.8059809370621167,-0.4964198616431423,1.0,34084056.5,29.0,0,1022521695,Q2_잠재수요미실현,True
24,0.7022200772200773,0.5091698841698842,0.6930501930501931,0.7113899613899615,0.30694980694980695,0.7113899613899615,3120116,송정역,발달상권,-0.5021638140250211,-0.4210393518252198,1.0,63029525.5,3.0,0,252118102,Q2_잠재수요미실현,True
25,0.7012548262548262,0.5207528957528957,0.6805019305019304,0.722007722007722,0.3194980694980695,0.722007722007722,3120107,공덕역(공덕오거리),발달상권,-0.4592592434644125,-0.6516281054331472,1.0,69318926.25,23.0,0,1663654230,Q2_잠재수요미실현,True
26,0.7010135135135136,0.4857625482625483,0.7152509652509653,0.6867760617760619,0.28474903474903474,0.6867760617760619,3120156,"총신대입구역(이수, 총신대)",발달상권,-0.5559722548704755,-0.4746086145468264,1.0,52354534.027027026,36.0,0,1937117759,Q2_잠재수요미실현,True
26,0.7010135135135136,0.5041023166023166,0.696911196911197,0.7051158301158301,0.3030888030888031,0.7051158301158301,3120159,서울대입구역,발달상권,-0.5174035201986484,-0.6337054764683292,1.0,60530241.09677419,30.0,0,1876437474,Q2_잠재수요미실현,True
28,0.6995656370656371,0.5383687258687259,0.6611969111969112,0.737934362934363,0.3388030888030888,0.737934362934363,3120197,역삼역,발달상권,-0.3648625226314088,-0.1357775775546592,1.0,82817445.97037037,134.0,0,11180355206,Q2_잠재수요미실현,True
29,0.6988416988416989,0.5318532818532818,0.666988416988417,0.7306949806949807,0.333011583011583,0.7306949806949807,3120173,교대역(법원.검찰청),발달상권,-0.3787381400825396,-0.5545001173763274,1.0,78255551.29166667,71.0,0,5634399693,Q2_잠재수요미실현,True
30,0.6973938223938224,0.49951737451737455,0.6978764478764479,0.696911196911197,0.30212355212355213,0.696911196911197,3120090,연신내역,발달상권,-0.5183126031443557,-0.4054104010575309,1.0,56137755.45454545,10.0,0,617515310,Q2_잠재수요미실현,True
30,0.6973938223938224,0.4724903474903476,0.7249034749034748,0.66988416988417,0.2750965250965251,0.66988416988417,3120146,한강성심병원,발달상권,-0.5871050752661908,-1.0058643751930474,1.0,43182043.0,5.0,0,259092258,Q2_잠재수요미실현,True
32,0.6957046332046332,0.5007239382239382,0.6949806949806949,0.6964285714285714,0.305019305019305,0.6964285714285714,3120123,오류동역,발달상권,-0.5110038209260068,-0.8213500152057382,1.0,56086660.5,7.0,0,448693284,Q2_잠재수요미실현,True
33,0.6923262548262549,0.5629826254826255,0.6293436293436294,0.7553088803088803,0.37065637065637064,0.7553088803088803,3120145,영등포역(영등포),발달상권,-0.2533887563030461,-0.5005568728324117,1.0,107500346.59523809,41.0,0,4515014557,Q2_잠재수요미실현,True
34,0.6889478764478765,0.33083976833976836,0.8581081081081081,0.5197876447876448,0.14189189189189189,0.5197876447876448,3120092,불광역,발달상권,-1.3321188575607437,-1.2560348374497008,1.0,14357872.42857143,6.0,0,100505107,Q2_잠재수요미실현,True
35,0.6872586872586872,0.2538610038610039,0.9333976833976834,0.4411196911196912,0.06660231660231661,0.4411196911196912,3120163,사당역 11번(사당역먹자골목),발달상권,-2.267214911805453,-2.567603638118852,1.0,8774702.777777778,8.0,0,78972325,Q2_잠재수요미실현,True
36,0.6860521235521235,0.41964285714285715,0.7664092664092664,0.6056949806949807,0.2335907335907336,0.6056949806949807,3120106,마포역,발달상권,-0.771886559607907,-0.7357448997776308,1.0,28203946.333333332,23.0,0,676894712,Q2_잠재수요미실현,True
37,0.681949806949807,0.5265444015444015,0.6554054054054055,0.7084942084942085,0.34459459459459457,0.7084942084942085,3120135,양평역,발달상권,-0.3518979419431964,-0.4843547859313158,1.0,61806760.5,3.0,0,247227042,Q2_잠재수요미실현,True
38,0.6805019305019305,0.443050193050193,0.7374517374517375,0.6235521235521235,0.2625482625482625,0.6235521235521235,3120047,한남오거리,발달상권,-0.6211594468963071,-0.8313610246533601,1.0,30895788.608695652,22.0,0,710603138,Q2_잠재수요미실현,True
39,0.6802606177606177,0.4486003861003861,0.7316602316602316,0.6288610038610039,0.26833976833976836,0.6288610038610039,3120206,개나리아파트,발달상권,-0.6088962924197183,-0.521485255920504,1.0,31913228.1,19.0,0,638264562,Q2_잠재수요미실현,True
40,0.6794160231660232,0.3068291505791506,0.8725868725868726,0.4862451737451738,0.1274131274131274,0.4862451737451738,3120227,잠실역,발달상권,-1.443628279231561,-1.3126501692430272,0.3333333333333333,105205492.31395349,85.0,2,9047672339,Q3_저성과포화,True
41,0.6771235521235521,0.34893822393822393,0.8281853281853282,0.5260617760617761,0.1718146718146718,0.5260617760617761,3120038,약수역,발달상권,-1.191942203727976,-1.009440138354292,1.0,14787955.130434783,22.0,0,340122968,Q2_잠재수요미실현,True
42,0.6751930501930502,0.5535714285714286,0.6216216216216216,0.7287644787644788,0.3783783783783784,0.7287644787644788,3120131,가산디지털단지,발달상권,-0.2330394738760226,-0.1804029544210076,1.0,74599326.81666666,179.0,0,13427878827,Q2_잠재수요미실현,True
43,0.674469111969112,0.2101833976833977,0.9642857142857143,0.3846525096525097,0.03571428571428571,0.3846525096525097,3120034,중구청(퇴계로4가),발달상권,-2.780851624435215,-2.9747823548865986,1.0,4744142.714285715,13.0,0,66417998,Q2_잠재수요미실현,True
44,0.6742277992277992,0.4126447876447877,0.7615830115830116,0.5868725868725869,0.2384169884169884,0.5868725868725869,3120230,송파사거리(송파역),발달상권,-0.7487917065292393,-0.7949940129937269,1.0,23921295.636363637,10.0,0,263134252,Q2_잠재수요미실현,True
45,0.6732625482625483,0.3981660231660231,0.7750965250965252,0.5714285714285714,0.2249034749034749,0.5714285714285714,3120244,암사역,발달상권,-0.8546304150772315,-0.7812026188531122,1.0,20541286.818181816,10.0,0,225954155,Q2_잠재수요미실현,True
46,0.67253861003861,0.5316119691119691,0.640926640926641,0.7041505791505791,0.3590733590733591,0.7041505791505791,3120178,신사역,발달상권,-0.309275184398146,-0.5076355673408829,1.0,60114455.1754386,56.0,0,3426523945,Q2_잠재수요미실현,True
47,0.6706081081081081,0.5866312741312741,0.583976833976834,0.7572393822393823,0.416023166023166,0.7572393822393823,3120215,포스코사거리,발달상권,-0.1098148817084414,-0.010100628987588,1.0,112704459.95774648,70.0,0,8002016657,Q2_잠재수요미실현,True
48,0.6698841698841699,0.5434362934362934,0.6264478764478765,0.7133204633204633,0.3735521235521235,0.7133204633204633,3120132,독산동,발달상권,-0.245686086891478,-0.3922690265008685,1.0,63868504.0,17.0,0,1149633072,Q2_잠재수요미실현,True
49,0.6691602316602316,0.5909749034749034,0.5781853281853282,0.7601351351351351,0.4218146718146718,0.7601351351351351,3120097,충정로역,발달상권,-0.1001102925712267,-0.1050123500021895,1.0,126751367.83333333,5.0,0,760508207,Q2_잠재수요미실현,True
50,0.6684362934362935,0.44642857142857145,0.722007722007722,0.6148648648648649,0.277992277992278,0.6148648648648649,3120091,본서부병원,발달상권,-0.5756060499667299,-0.483797063296742,1.0,29841769.7,9.0,0,298417697,Q2_잠재수요미실현,True
51,0.6674710424710425,0.5902509652509652,0.5772200772200773,0.7577220077220077,0.42277992277992277,0.7577220077220077,3120087,응암역,발달상권,-0.0951895755499023,-0.1780450552151416,1.0,113256703.66666667,2.0,0,339770111,Q2_잠재수요미실현,True
52,0.6665057915057916,0.48503861003861004,0.6814671814671815,0.6515444015444016,0.3185328185328185,0.6515444015444016,3120059,구삼강변맛길,발달상권,-0.4601848934536541,-0.2997281523720758,1.0,38489551.384615384,12.0,0,500364168,Q2_잠재수요미실현,True
53,0.666023166023166,0.2770270270270271,0.8889961389961389,0.4430501930501931,0.111003861003861,0.4430501930501931,3120161,방배동가구거리(사당동가구거리),발달상권,-1.6133903092034494,-1.5673302098531865,1.0,8817079.285714285,6.0,0,61719555,Q2_잠재수요미실현,True
54,0.6631274131274132,0.4092664092664093,0.7538610038610039,0.5723938223938224,0.24613899613899615,0.5723938223938224,3111056,천호태영아파트,골목상권,-0.7146339943824742,-0.698117632405054,1.0,20708553.5,1.0,0,41417107,Q2_잠재수요미실현,True
55,0.6624034749034748,0.16722972972972974,0.9951737451737451,0.32963320463320467,0.004826254826254826,0.32963320463320467,3110930,서초동성당,골목상권,-5.274822623183681,-5.576391672483092,1.0,1953520.0,4.0,0,9767600,Q2_잠재수요미실현,True
56,0.6607142857142858,0.46090733590733596,0.6998069498069498,0.6216216216216217,0.3001930501930502,0.6216216216216217,3120122,강서구청,발달상권,-0.519884184191632,-0.562810320926086,1.0,30678543.7,19.0,0,613570874,Q2_잠재수요미실현,True
57,0.6599903474903475,0.43122586872586877,0.7287644787644787,0.5912162162162162,0.27123552123552125,0.5912162162162162,3120124,개봉동 현대아파트,발달상권,-0.5981596582458977,-0.5115456124566045,1.0,24914835.666666668,11.0,0,298978028,Q2_잠재수요미실현,True
58,0.6597490347490348,0.22924710424710426,0.9305019305019305,0.38899613899613905,0.0694980694980695,0.38899613899613905,3120058,구의사거리,발달상권,-2.219696108395791,-2.116384836816176,1.0,5103016.625,7.0,0,40824133,Q2_잠재수요미실현,True
59,0.6590250965250966,0.3762065637065637,0.7828185328185329,0.5352316602316602,0.2171814671814672,0.5352316602316602,3130257,영등포시장기계공구상가,전통시장,-0.879962852095364,-0.9311931696789956,1.0,16000000.0,2.0,0,48000000,Q2_잠재수요미실현,True
60,0.6558880308880308,0.38851351351351354,0.7673745173745173,0.5444015444015444,0.23262548262548263,0.5444015444015444,3120201,도곡1동,발달상권,-0.7732594299038915,-0.3846961137558935,1.0,16809406.222222224,17.0,0,302569312,Q2_잠재수요미실현,True
61,0.6534749034749034,0.28378378378378377,0.8696911196911197,0.4372586872586873,0.1303088803088803,0.4372586872586873,3120048,금호역,발달상권,-1.43289598757017,-1.8425914798824885,1.0,8559406.555555556,8.0,0,77034659,Q2_잠재수요미실현,True
61,0.6534749034749034,0.5115830115830116,0.6418918918918919,0.665057915057915,0.3581081081081081,0.665057915057915,3120076,수유역,발달상권,-0.3161869438113278,-0.3531069584271343,1.0,42011271.49152543,58.0,0,2478665018,Q2_잠재수요미실현,True
63,0.652992277992278,0.4966216216216216,0.6563706563706564,0.6496138996138996,0.3436293436293436,0.6496138996138996,3120221,봉은사역,발달상권,-0.354369519262292,-0.1483194059325201,1.0,37555992.23529412,16.0,0,638451868,Q2_잠재수요미실현,True
63,0.652992277992278,0.44932432432432434,0.7036679536679536,0.6023166023166023,0.29633204633204635,0.6023166023166023,3120207,선정릉역,발달상권,-0.5237890289607918,-0.4715354990295187,1.0,27266724.26190476,41.0,0,1145202419,Q2_잠재수요미실현,True
63,0.652992277992278,0.4097490347490348,0.7432432432432432,0.5627413127413128,0.25675675675675674,0.5627413127413128,3120049,왕십리역(왕십리),발달상권,-0.6620711133704766,-0.6627035441631561,1.0,19142872.51724138,28.0,0,555143303,Q2_잠재수요미실현,True
66,0.652027027027027,0.6095559845559846,0.5424710424710425,0.7615830115830116,0.4575289575289575,0.7615830115830116,3120069,상봉역,발달상권,-0.0173344152997749,-0.4966043154466955,1.0,129473300.75,11.0,0,1553679609,Q2_잠재수요미실현,True
67,0.6517857142857143,0.45583976833976836,0.6959459459459459,0.6076254826254827,0.30405405405405406,0.6076254826254827,3120027,명동역(명동재미로),발달상권,-0.5150257240606244,0.6702863485280707,1.0,28600601.931034483,28.0,0,829417456,Q2_잠재수요미실현,False
67,0.6517857142857143,0.518581081081081,0.6332046332046333,0.6703667953667953,0.3667953667953668,0.6703667953667953,3120101,합정역,발달상권,-0.2764820537051768,-0.2982228782891213,1.0,43370625.50793651,62.0,0,2732349407,Q2_잠재수요미실현,True
69,0.6493725868725869,0.5567084942084942,0.5926640926640927,0.7060810810810811,0.40733590733590735,0.7060810810810811,3120192,뱅뱅사거리,발달상권,-0.1257975941350118,0.0775527432822629,1.0,60843170.11594203,68.0,0,4198178738,Q2_잠재수요미실현,False
70,0.6488899613899615,0.30043436293436293,0.8484555984555985,0.44932432432432434,0.15154440154440155,0.44932432432432434,3120139,대림3동사거리,발달상권,-1.295105482443617,-0.8296082855369143,1.0,9359698.636363637,10.0,0,102956685,Q2_잠재수요미실현,True
71,0.6484073359073359,0.24782818532818535,0.9005791505791506,0.39623552123552125,0.09942084942084942,0.39623552123552125,3110686,수궁동주민센터,골목상권,-1.753803712048292,-1.6049288834520758,1.0,5720993.5,1.0,0,11441987,Q2_잠재수요미실현,True
72,0.6481660231660231,0.4203667953667954,0.7277992277992278,0.5685328185328186,0.2722007722007722,0.5685328185328186,3120039,신당역,발달상권,-0.5971951348718356,-0.6674725391499384,1.0,20033608.533333335,29.0,0,601008256,Q2_잠재수요미실현,True
73,0.6476833976833977,0.18629343629343628,0.9613899613899614,0.333976833976834,0.03861003861003861,0.333976833976834,3120176,논현역 4번,발달상권,-2.737207916542829,-2.5411007615669434,1.0,2061307.111111111,17.0,0,37103528,Q2_잠재수요미실현,True
74,0.6447876447876448,0.5627413127413128,0.582046332046332,0.7075289575289576,0.41795366795366795,0.7075289575289576,3120243,천호역,발달상권,-0.1073362311901462,-0.4699624996229836,1.0,61625714.86666667,29.0,0,1848771446,Q2_잠재수요미실현,True
75,0.6438223938223939,0.222972972972973,0.9208494208494209,0.36679536679536684,0.07915057915057915,0.36679536679536684,3110101,옥정중학교,골목상권,-2.0130395559752223,-2.27611867049674,1.0,3969415.3333333335,2.0,0,11908246,Q2_잠재수요미실현,True
75,0.6438223938223939,0.2693050193050193,0.8745173745173745,0.4131274131274132,0.12548262548262548,0.4131274131274132,3120033,을지로4가역,발달상권,-1.4688830061948828,-1.3739104743132955,1.0,7007897.428571428,13.0,0,98110564,Q2_잠재수요미실현,True
77,0.6416505791505791,0.2652027027027027,0.8764478764478765,0.40685328185328185,0.12355212355212356,0.40685328185328185,3110969,베르사이유1아파트,골목상권,-1.5045962840823002,-1.0688241022768858,1.0,6442790.75,3.0,0,25771163,Q2_잠재수요미실현,True
78,0.6414092664092664,0.27750965250965254,0.8638996138996139,0.41891891891891897,0.1361003861003861,0.41891891891891897,3111032,방이역 1번,골목상권,-1.3928364817257268,-1.255366802569556,1.0,7390794.0,3.0,0,29563176,Q2_잠재수요미실현,True
79,0.6411679536679536,0.5098938223938224,0.6312741312741312,0.6510617760617761,0.3687258687258687,0.6510617760617761,3120152,신대방삼거리역,발달상권,-0.2639396412176431,-0.3910689404041159,1.0,38465090.14285714,13.0,0,538511262,Q2_잠재수요미실현,True
80,0.640926640926641,0.15057915057915058,0.9903474903474904,0.29150579150579153,0.009652509652509652,0.29150579150579153,3120155,총신대학교,발달상권,-4.4449963088026205,-4.300523842260343,1.0,496274.4285714286,6.0,0,3473921,Q2_잠재수요미실현,True
80,0.640926640926641,0.1776061776061776,0.9633204633204633,0.31853281853281856,0.03667953667953668,0.31853281853281856,3110953,학동근린공원,골목상권,-2.778582989831973,-2.289226406012539,1.0,1482125.8,4.0,0,7410629,Q2_잠재수요미실현,True
82,0.6406853281853282,0.24782818532818535,0.8928571428571429,0.38851351351351354,0.10714285714285714,0.38851351351351354,3130198,아현시장,전통시장,-1.6487163804277607,-1.6487163804277607,1.0,5031628.333333333,2.0,0,15094885,Q2_잠재수요미실현,True
83,0.6402027027027027,0.2241795366795367,0.916023166023166,0.3643822393822394,0.08397683397683398,0.3643822393822394,3110197,세종대왕기념관교차로,골목상권,-1.981784598471068,-2.065001996017297,1.0,3800763.5,1.0,0,7601527,Q2_잠재수요미실현,True
84,0.6402027027027026,0.4375,0.7027027027027026,0.5777027027027027,0.2972972972972973,0.5777027027027027,3110067,배문고등학교,골목상권,-0.5231049760542881,-0.4207093913030498,1.0,21305835.875,7.0,0,170446687,Q2_잠재수요미실현,True
85,0.6397200772200773,0.5026544401544402,0.6370656370656371,0.6423745173745175,0.36293436293436293,0.6423745173745175,3120240,개롱역,발달상권,-0.2933461337426273,-0.2925143381267053,1.0,35533294.416666664,11.0,0,426399533,Q2_잠재수요미실현,True
86,0.6392374517374517,0.14020270270270271,0.999034749034749,0.27944015444015446,0.0009652509652509653,0.27944015444015446,3110782,영등포시장역 4번,골목상권,-6.207573648201372,-5.498832344049924,1.0,30253.75,3.0,0,121015,Q2_잠재수요미실현,True
87,0.6387548262548263,0.16192084942084944,0.9768339768339769,0.3006756756756757,0.023166023166023165,0.3006756756756757,3110974,언주중학교,골목상권,-3.2981295887751347,-2.4825497699409813,1.0,788459.6,4.0,0,3942298,Q2_잠재수요미실현,True
87,0.6387548262548263,0.19184362934362936,0.946911196911197,0.33059845559845563,0.05308880308880309,0.33059845559845563,3110014,경복고등학교,골목상권,-2.509737349774131,-2.353047654910996,1.0,1997335.0,7.0,0,15978680,Q2_잠재수요미실현,True
87,0.6387548262548263,0.14647683397683398,0.9922779922779923,0.28523166023166024,0.007722007722007722,0.28523166023166024,3110628,신목동역,골목상권,-4.564332981219978,-4.737667190205001,1.0,265558.6666666667,2.0,0,796676,Q2_잠재수요미실현,True
90,0.6385135135135136,0.14044401544401547,0.9980694980694981,0.278957528957529,0.0019305019305019305,0.278957528957529,3110029,동대문역 1번,골목상권,-6.123440103531639,-4.741766959230713,1.0,15247.8,9.0,0,152478,Q2_잠재수요미실현,True
91,0.6381515444015444,0.16035231660231664,0.9777992277992278,0.29850386100386106,0.0222007722007722,0.29850386100386106,3130086,서울약령시장,전통시장,-3.315614094947488,-3.290928029825958,1.0,750000.0,11.0,0,9000000,Q2_잠재수요미실현,True
92,0.638030888030888,0.1418918918918919,0.9961389961389961,0.27992277992278,0.003861003861003861,0.27992277992278,3110698,개웅초등학교(개웅중학교),골목상권,-5.571480330391877,-2.0056258088257,1.0,46614.8,4.0,0,233074,Q2_잠재수요미실현,True
92,0.638030888030888,0.49517374517374524,0.6428571428571428,0.6332046332046333,0.35714285714285715,0.6332046332046333,3120248,명일역,발달상권,-0.3171257686577036,-0.4200305330502291,1.0,32701484.70588235,16.0,0,555925240,Q2_잠재수요미실현,True
94,0.6377895752895754,0.18701737451737455,0.9507722007722008,0.32480694980694985,0.04922779922779923,0.32480694980694985,3130314,풍납시장,전통시장,-2.5745281604809254,-1.915302647898412,1.0,1674901.0,4.0,0,8374505,Q2_잠재수요미실현,True
95,0.6377895752895753,0.15226833976833978,0.9855212355212355,0.29005791505791506,0.01447876447876448,0.29005791505791506,3110621,목동역 5번,골목상권,-3.894078756071899,-2.0479373507141365,1.0,432094.3333333333,5.0,0,2592566,Q2_잠재수요미실현,True
96,0.6375482625482626,0.16554054054054054,0.972007722007722,0.3030888030888031,0.027992277992277992,0.3030888030888031,3110756,문래중학교,골목상권,-3.06686338601668,-2.698938735447145,1.0,884780.8,4.0,0,4423904,Q2_잠재수요미실현,True
96,0.6375482625482626,0.14430501930501932,0.9932432432432432,0.2818532818532819,0.006756756756756757,0.2818532818532819,3110736,독산119안전센터,골목상권,-4.676200259532967,-3.1003609822242804,1.0,145601.5,3.0,0,582406,Q2_잠재수요미실현,True
98,0.6375482625482625,0.5168918918918919,0.6206563706563706,0.6544401544401545,0.37934362934362936,0.6544401544401545,3120165,서래마을카페거리(서래마을),발달상권,-0.2287569626513708,-0.0411935859304202,1.0,39692085.0,15.0,0,635073360,Q2_잠재수요미실현,True
99,0.6373069498069498,0.1430984555984556,0.9942084942084942,0.28040540540540543,0.005791505791505791,0.28040540540540543,3110152,중곡어린이공원,골목상권,-5.044649988387787,-3.2355512089703504,1.0,75995.0,3.0,0,303980,Q2_잠재수요미실현,True
100,0.6363416988416988,0.14502895752895753,0.9913127413127413,0.2813706563706564,0.008687258687258687,0.2813706563706564,3110357,가오리역 1번,골목상권,-4.505014354746695,-3.721321503880448,1.0,144995.25,3.0,0,579981,Q2_잠재수요미실현,True
101,0.6361003861003861,0.14671814671814673,0.9893822393822393,0.28281853281853286,0.010617760617760617,0.28281853281853286,3110929,남부터미널역 1번,골목상권,-4.267735936131265,-3.3094665782258605,1.0,203519.33333333334,8.0,0,1831674,Q2_잠재수요미실현,True
101,0.6361003861003861,0.1476833976833977,0.9884169884169884,0.2837837837837838,0.011583011583011582,0.2837837837837838,3110653,화곡역 2번,골목상권,-4.17135654220658,-2.5895619760066317,1.0,248204.0,3.0,0,992816,Q2_잠재수요미실현,True
103,0.6353764478764479,0.18653474903474906,0.9488416988416989,0.32191119691119696,0.05115830115830116,0.32191119691119696,3130137,"수유전통시장(수유시장, 수유골목시장)",전통시장,-2.542882157737848,-2.12221057883202,1.0,1583492.3333333333,2.0,0,4750477,Q2_잠재수요미실현,True
103,0.6353764478764479,0.2579633204633205,0.8774131274131274,0.39333976833976836,0.12258687258687259,0.39333976833976836,3110423,석계역 2번,골목상권,-1.5087371925555075,-1.6110112329354431,1.0,5653752.25,3.0,0,22615009,Q2_잠재수요미실현,True
105,0.6348938223938224,0.534507722007722,0.6003861003861004,0.6694015444015444,0.3996138996138996,0.6694015444015444,3120125,구로역,발달상권,-0.1398025184387776,-0.3224309855656501,1.0,43099988.13043478,22.0,0,991299727,Q2_잠재수요미실현,True
106,0.6346525096525097,0.1558880308880309,0.9787644787644788,0.29054054054054057,0.021235521235521235,0.29054054054054057,3110532,아현역 2번,골목상권,-3.315766983050654,-3.639578676347678,1.0,451911.8,4.0,0,2259559,Q2_잠재수요미실현,True
106,0.6346525096525097,0.542953667953668,0.5916988416988417,0.6776061776061777,0.4083011583011583,0.6776061776061777,3110915,서래초등학교,골목상권,-0.1226533407492667,0.7884625639100216,1.0,46842463.0,2.0,0,140527389,Q2_잠재수요미실현,False
